Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,9,Southern Tier Region, 25-2032,"Career/Technical Education Teachers, Secondary School",220,$61490,$60010,$47220,$68620
10,9,Southern Tier Region, 25-2051,"Special Education Teachers, Preschool",70,$47410,$45870,$38850,$51680
10,9,Southern Tier Region, 25-2052,"Special Education Teachers, Kindergarten and Elementary School",720,$57870,$55220,$43440,$65080
10,9,Southern Tier Region, 25-2053,"Special Education Teachers, Middle School",300,$58620,$57360,$47280,$64280
10,9,Southern Tier Region, 25-2054,"Special Education Teachers, Secondary School",570,$63220,$59900,$49580,$70050
10,9,Southern Tier Region, 25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,80,$47890,$45640,$30700,$56490
10,9,Southern Tier Region, 25-3021,Self-Enrichment Education Teachers,570,$39770,$35490,$21800,$48760
10,9,Southern Tier Region, 25-3098,Substitute teachers,3110,$29820,$28980,$23940,$32760
10,9,Southern Tier Region, 25-4011,Archivists,n/a,$65820,$66560,$41540,$77960
10,9,Southern Tier Region, 25-4012,Curators,n/a,$56760,$55890,$30590,$69840
10,9,Southern Tier Region, 25-4013,Museum Technicians and Conservators,n/a,$48810,$49650,$29420,$58500
10,9,Southern Tier Region, 25-4021,Librarians,530,$60640,$58550,$39030,$71450
10,9,Southern Tier Region, 25-4031,Library Technicians,350,$38270,$40760,$22390,$46210
10,9,Southern Tier Region, 25-9011,Audio-Visual and Multimedia Collections Specialists,n/a,$57880,$59240,$44250,$64700
10,9,Southern Tier Region, 25-9031,Instructional Coordinators,810,$67810,$63820,$43340,$80050
10,9,Southern Tier Region, 25-9041,Teacher Assistants,4220,$23850,$21290,$18270,$26640
10,9,Southern Tier Region, 27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",3000,$49070,$42820,$24010,$61590
10,9,Southern Tier Region, 27-1011,Art Directors,n/a,$59780,$54330,$36900,$71220
10,9,Southern Tier Region, 27-1014,Multimedia Artists and Animators,n/a,$63950,$59110,$50410,$70710
10,9,Southern Tier Region, 27-1019,"Artists and Related Workers, All Other",n/a,$25280,$23070,$22520,$26660
10,9,Southern Tier Region, 27-1021,Commercial and Industrial Designers,50,$63530,$68130,$42500,$74050
10,9,Southern Tier Region, 27-1023,Floral Designers,110,$25480,$24210,$20720,$27850
10,9,Southern Tier Region, 27-1024,Graphic Designers,340,$45100,$41890,$29140,$53080
10,9,Southern Tier Region, 27-1025,Interior Designers,50,$45410,$43800,$35810,$50200
10,9,Southern Tier Region, 27-1026,Merchandise Displayers and Window Trimmers,100,$28310,$29570,$19210,$32860
10,9,Southern Tier Region, 27-1029,"Designers, All Other",n/a,$46490,$37060,$35250,$52110
10,9,Southern Tier Region, 27-2011,Actors *,n/a,$28,$19,$12,$36
10,9,Southern Tier Region, 27-2012,Producers and Directors,150,$55320,$47010,$26010,$69980
10,9,Southern Tier Region, 27-2022,Coaches and Scouts,410,$52660,$44020,$24190,$66900
10,9,Southern Tier Region, 27-2041,Music Directors and Composers,120,$43920,$42190,$20180,$55790
10,9,Southern Tier Region, 27-2042,Musicians and Singers *,170,$30,$23,$9,$41
10,9,Southern Tier Region, 27-3011,Radio and Television Announcers,90,$32090,$25530,$19240,$38510
10,9,Southern Tier Region, 27-3012,Public Address System and Other Announcers,n/a,$40200,$36500,$21840,$49380
10,9,Southern Tier Region, 27-3021,Broadcast News Analysts,n/a,$32090,$29270,$28280,$33990
10,9,Southern Tier Region, 27-3022,Reporters and Correspondents,n/a,$41840,$34050,$26230,$49640
10,9,Southern Tier Region, 27-3031,Public Relations Specialists,420,$51840,$50010,$30150,$62680
10,9,Southern Tier Region, 27-3041,Editors,200,$59600,$53570,$32600,$73090
10,9,Southern Tier Region, 27-3042,Technical Writers,70,$64820,$64190,$44590,$74940
10,9,Southern Tier Region, 27-3043,Writers and Authors,90,$59710,$64710,$35180,$71970
10,9,Southern Tier Region, 27-3091,Interpreters and Translators,n/a,$47460,$48730,$27800,$57290
10,9,Southern Tier Region, 27-4011,Audio and Video Equipment Technicians,110,$42600,$41190,$22870,$52470
10,9,Southern Tier Region, 27-4012,Broadcast Technicians,50,$29110,$23110,$18280,$34520
10,9,Southern Tier Region, 27-4014,Sound Engineering Technicians,n/a,$50850,$47960,$36140,$58210
10,9,Southern Tier Region, 27-4031,"Camera Operators, Television, Video, and Motion Picture",n/a,$47920,$42190,$21500,$61130
10,9,Southern Tier Region, 27-4032,Film and Video Editors,n/a,$57180,$46230,$24110,$73720
10,9,Southern Tier Region, 27-4099,"Media and Communication Equipment Workers, All Other",n/a,$41970,$31190,$28050,$48930
10,9,Southern Tier Region, 29-0000,Healthcare Practitioners and Technical Occupations,15150,$73730,$58020,$35840,$92680
10,9,Southern Tier Region, 29-1011,Chiropractors,n/a,$73320,$75530,$54160,$82900
10,9,Southern Tier Region, 29-1021,"Dentists, General",190,$195440,,$120940,
10,9,Southern Tier Region, 29-1031,Dietitians and Nutritionists,130,$55440,$55550,$42460,$61930
10,9,Southern Tier Region, 29-1041,Optometrists,n/a,$132810,$124770,$81500,$158470
10,9,Southern Tier Region, 29-1051,Pharmacists,470,$124760,$128610,$94710,$139790
10,9,Southern Tier Region, 29-1062,Family and General Practitioners,120,$187220,$176640,$123300,
10,9,Southern Tier Region, 29-1063,"Internists, General",n/a,$254670,,,
10,9,Southern Tier Region, 29-1064,Obstetricians and Gynecologists,n/a,$206870,,$95450,
10,9,Southern Tier Region, 29-1065,"Pediatricians, General",n/a,$145410,$154200,$72930,$181650
10,9,Southern Tier Region, 29-1066,Psychiatrists,130,$177050,$176290,$127470,
10,9,Southern Tier Region, 29-1067,Surgeons,n/a,$284140,,,
10,9,Southern Tier Region, 29-1069,"Physicians and Surgeons, All Other",950,$207310,,$110930,
10,9,Southern Tier Region, 29-1071,Physician Assistants,220,$108980,$96620,$83810,$121570
10,9,Southern Tier Region, 29-1122,Occupational Therapists,220,$64750,$63350,$46370,$73940
10,9,Southern Tier Region, 29-1123,Physical Therapists,390,$73600,$73110,$58030,$81380
10,9,Southern Tier Region, 29-1124,Radiation Therapists,n/a,$88680,$86840,$67910,$99070
10,9,Southern Tier Region, 29-1125,Recreational Therapists,100,$49480,$51560,$33350,$57540
10,9,Southern Tier Region, 29-1126,Respiratory Therapists,190,$61320,$62570,$44370,$69790
10,9,Southern Tier Region, 29-1127,Speech-Language Pathologists,260,$62360,$60400,$49310,$68880
10,9,Southern Tier Region, 29-1131,Veterinarians,150,$104560,$90800,$67670,$123000
10,9,Southern Tier Region, 29-1141,Registered Nurses,5200,$61780,$60080,$48600,$68370
10,9,Southern Tier Region, 29-1171,Nurse Practitioners,330,$90440,$89740,$73430,$98950
10,9,Southern Tier Region, 29-1181,Audiologists,n/a,$90160,$92370,$77990,$96250
10,9,Southern Tier Region, 29-1199,"Health Diagnosing and Treating Practitioners, All Other",n/a,$85260,$86670,$43380,$106200
10,9,Southern Tier Region, 29-2011,Medical and Clinical Laboratory Technologists,280,$61950,$60640,$51860,$66990
10,9,Southern Tier Region, 29-2012,Medical and Clinical Laboratory Technicians,240,$43780,$44590,$30760,$50300
10,9,Southern Tier Region, 29-2021,Dental Hygienists,320,$59230,$57950,$50820,$63440
10,9,Southern Tier Region, 29-2031,Cardiovascular Technologists and Technicians,70,$60230,$59610,$39220,$70730
10,9,Southern Tier Region, 29-2032,Diagnostic Medical Sonographers,190,$64120,$64150,$52410,$69970
10,9,Southern Tier Region, 29-2033,Nuclear Medicine Technologists,n/a,$76320,$73760,$64300,$82330
10,9,Southern Tier Region, 29-2034,Radiologic Technologists and Technicians,330,$59260,$57910,$45270,$66250
10,9,Southern Tier Region, 29-2035,Magnetic Resonance Imaging Technologists,50,$55960,$54380,$43780,$62050
10,9,Southern Tier Region, 29-2041,Emergency Medical Technicians and Paramedics,720,$34560,$33440,$23270,$40200
10,9,Southern Tier Region, 29-2051,Dietetic Technicians,n/a,$33130,$34000,$25010,$37180
10,9,Southern Tier Region, 29-2052,Pharmacy Technicians,500,$27980,$26730,$21000,$31470
10,9,Southern Tier Region, 29-2055,Surgical Technologists,150,$40890,$39380,$29690,$46490
10,9,Southern Tier Region, 29-2056,Veterinary Technologists and Technicians,350,$37350,$39620,$24500,$43780
10,9,Southern Tier Region, 29-2057,Ophthalmic Medical Technicians,n/a,$33510,$33880,$24960,$37780
10,9,Southern Tier Region, 29-2061,Licensed Practical and Licensed Vocational Nurses,1740,$37940,$37150,$32210,$40810
10,9,Southern Tier Region, 29-2071,Medical Records and Health Information Technicians,260,$34940,$33370,$25800,$39510
10,9,Southern Tier Region, 29-2081,"Opticians, Dispensing",80,$44480,$44920,$32040,$50700
10,9,Southern Tier Region, 29-2099,"Health Technologists and Technicians, All Other",60,$47830,$45840,$34730,$54380
10,9,Southern Tier Region, 29-9011,Occupational Health and Safety Specialists,110,$64560,$65080,$47400,$73150
10,9,Southern Tier Region, 29-9012,Occupational Health and Safety Technicians,n/a,$56720,$56010,$48370,$60900
10,9,Southern Tier Region, 29-9091,Athletic Trainers,n/a,$57480,$55620,$40620,$65910
10,9,Southern Tier Region, 29-9099,"Healthcare Practitioners and Technical Workers, All Other",n/a,$69770,$70470,$43010,$83150
10,9,Southern Tier Region, 31-0000,Healthcare Support Occupations,7570,$30000,$27690,$21570,$34220
10,9,Southern Tier Region, 31-1011,Home Health Aides,1820,$24810,$23160,$20370,$27030
10,9,Southern Tier Region, 31-1013,Psychiatric Aides,470,$40460,$41310,$32650,$44370
10,9,Southern Tier Region, 31-1014,Nursing Assistants,3110,$28740,$27280,$21990,$32120
10,9,Southern Tier Region, 31-1015,Orderlies,120,$26990,$24060,$22480,$29250
10,9,Southern Tier Region, 31-2011,Occupational Therapy Assistants,50,$48820,$46600,$36370,$55050
10,9,Southern Tier Region, 31-2021,Physical Therapist Assistants,160,$50440,$47990,$35780,$57770
10,9,Southern Tier Region, 31-2022,Physical Therapist Aides,80,$27430,$27230,$20570,$30870
10,9,Southern Tier Region, 31-9011,Massage Therapists,90,$41270,$24580,$18860,$52480
10,9,Southern Tier Region, 31-9091,Dental Assistants,380,$34250,$32130,$27720,$37510
10,9,Southern Tier Region, 31-9092,Medical Assistants,600,$30830,$29490,$23960,$34270
10,9,Southern Tier Region, 31-9093,Medical Equipment Preparers,70,$30210,$28080,$22050,$34290
10,9,Southern Tier Region, 31-9094,Medical Transcriptionists,90,$34750,$32680,$27670,$38290
10,9,Southern Tier Region, 31-9095,Pharmacy Aides,n/a,$31280,$33010,$20570,$36630
10,9,Southern Tier Region, 31-9096,Veterinary Assistants and Laboratory Animal Caretakers,230,$32780,$31310,$22420,$37960
10,9,Southern Tier Region, 31-9097,Phlebotomists,150,$30760,$28380,$24380,$33950
10,9,Southern Tier Region, 31-9099,"Healthcare Support Workers, All Other",110,$33880,$33720,$25510,$38060
10,9,Southern Tier Region, 33-0000,Protective Service Occupations,5460,$52800,$53630,$26270,$66070
10,9,Southern Tier Region, 33-1011,First-Line Supervisors of Correctional Officers,140,$72610,$72530,$56350,$80740
10,9,Southern Tier Region, 33-1012,First-Line Supervisors of Police and Detectives,270,$87050,$82490,$66590,$97280
10,9,Southern Tier Region, 33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,80,$75990,$76060,$63100,$82440
10,9,Southern Tier Region, 33-1099,"First-Line Supervisors of Protective Service Workers, All Other",110,$64000,$60880,$41790,$75100
10,9,Southern Tier Region, 33-2011,Firefighters,230,$62050,$66590,$47680,$69230
10,9,Southern Tier Region, 33-3011,Bailiffs,100,$53400,$65740,$25950,$67130
10,9,Southern Tier Region, 33-3012,Correctional Officers and Jailers,1230,$57400,$57700,$45800,$63210
10,9,Southern Tier Region, 33-3021,Detectives and Criminal Investigators,210,$74170,$76090,$47090,$87710
10,9,Southern Tier Region, 33-3041,Parking Enforcement Workers,n/a,$34550,$34910,$25010,$39320
10,9,Southern Tier Region, 33-3051,Police and Sheriff's Patrol Officers,1120,$65670,$65890,$44470,$76270
10,9,Southern Tier Region, 33-9011,Animal Control Workers,110,$32370,$33180,$24820,$36150
10,9,Southern Tier Region, 33-9021,Private Detectives and Investigators,100,$58320,$58720,$46590,$64190
10,9,Southern Tier Region, 33-9032,Security Guards,840,$34620,$31510,$22010,$40930
10,9,Southern Tier Region, 33-9091,Crossing Guards,130,$21600,$19390,$18350,$23230
10,9,Southern Tier Region, 33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",440,$20770,$19180,$18350,$21980
10,9,Southern Tier Region, 33-9093,Transportation Security Screeners (federal only),n/a,$37400,$36250,$33530,$39330
10,9,Southern Tier Region, 33-9099,"Protective Service Workers, All Other ",230,$25030,$22040,$18370,$28360
10,9,Southern Tier Region, 35-0000,Food Preparation and Serving Related Occupations,22540,$22210,$19330,$18340,$24150
10,9,Southern Tier Region, 35-1011,Chefs and Head Cooks,270,$47010,$46290,$32300,$54360
10,9,Southern Tier Region, 35-1012,First-Line Supervisors of Food Preparation and Serving Workers,1430,$30260,$28420,$21220,$34780
10,9,Southern Tier Region, 35-2011,"Cooks, Fast Food",560,$19890,$19020,$18380,$20650
10,9,Southern Tier Region, 35-2012,"Cooks, Institution and Cafeteria",730,$29020,$27730,$20540,$33260
10,9,Southern Tier Region, 35-2014,"Cooks, Restaurant",1580,$24930,$23750,$18820,$27990
10,9,Southern Tier Region, 35-2015,"Cooks, Short Order",560,$23620,$21150,$18360,$26250
10,9,Southern Tier Region, 35-2019,"Cooks, All Other",50,$31470,$33800,$19090,$37670
10,9,Southern Tier Region, 35-2021,Food Preparation Workers,2520,$22700,$19650,$18280,$24910
10,9,Southern Tier Region, 35-3011,Bartenders,1650,$20600,$18950,$18380,$21720
10,9,Southern Tier Region, 35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",5330,$19700,$18820,$18340,$20380
10,9,Southern Tier Region, 35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",830,$19700,$18800,$18390,$20350
10,9,Southern Tier Region, 35-3031,Waiters and Waitresses,3660,$21090,$19030,$18330,$22470
10,9,Southern Tier Region, 35-3041,"Food Servers, Nonrestaurant",700,$22000,$19320,$18410,$23790
10,9,Southern Tier Region, 35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,520,$19680,$18870,$18310,$20370
10,9,Southern Tier Region, 35-9021,Dishwashers,1500,$20050,$18870,$18300,$20930
10,9,Southern Tier Region, 35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",620,$19350,$18680,$18220,$19920
10,9,Southern Tier Region, 35-9099,"Food Preparation and Serving Related Workers, All Other",n/a,$23450,$22350,$18850,$25750
10,9,Southern Tier Region, 37-0000,Building and Grounds Cleaning and Maintenance Occupations,9640,$26850,$24160,$18650,$30950
10,9,Southern Tier Region, 37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,420,$41960,$39230,$28150,$48860
10,9,Southern Tier Region, 37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",120,$48110,$47370,$34850,$54730
10,9,Southern Tier Region, 37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",6200,$25840,$24120,$18750,$29390
10,9,Southern Tier Region, 37-2012,Maids and Housekeeping Cleaners,1390,$22490,$19590,$18420,$24530
10,9,Southern Tier Region, 37-2021,Pest Control Workers,n/a,$30610,$32110,$20790,$35520
10,9,Southern Tier Region, 37-3011,Landscaping and Groundskeeping Workers,1390,$28430,$26980,$19800,$32750
10,9,Southern Tier Region, 37-3013,Tree Trimmers and Pruners,n/a,$41040,$39880,$34360,$44370
10,9,Southern Tier Region, 37-3019,"Grounds Maintenance Workers, All Other",n/a,$42080,$40400,$32050,$47100
10,9,Southern Tier Region, 39-0000,Personal Care and Service Occupations,8490,$26460,$22580,$18330,$30520
10,9,Southern Tier Region, 39-1021,First-Line Supervisors of Personal Service Workers,490,$37770,$36910,$27750,$42790
10,9,Southern Tier Region, 39-2011,Animal Trainers,n/a,$70250,$28400,$22930,$93910
10,9,Southern Tier Region, 39-2021,Nonfarm Animal Caretakers,240,$25560,$19590,$18400,$29140
10,9,Southern Tier Region, 39-3021,Motion Picture Projectionists,n/a,$22840,$20160,$18530,$24990
10,9,Southern Tier Region, 39-3031,"Ushers, Lobby Attendants, and Ticket Takers",120,$19260,$18820,$18440,$19680
10,9,Southern Tier Region, 39-3091,Amusement and Recreation Attendants,210,$19650,$18860,$18270,$20340
10,9,Southern Tier Region, 39-4021,Funeral Attendants,60,$26570,$27570,$23580,$28070
10,9,Southern Tier Region, 39-4031,"Morticians, Undertakers, and Funeral Directors",60,$66590,$64670,$44890,$77440
10,9,Southern Tier Region, 39-5012,"Hairdressers, Hairstylists, and Cosmetologists",430,$23120,$19530,$18270,$25540
10,9,Southern Tier Region, 39-5092,Manicurists and Pedicurists,n/a,$20140,$19710,$18440,$20990
10,9,Southern Tier Region, 39-5094,Skincare Specialists,n/a,$37660,$37450,$25450,$43770
10,9,Southern Tier Region, 39-6011,Baggage Porters and Bellhops,n/a,$22790,$19600,$18370,$25000
10,9,Southern Tier Region, 39-7011,Tour Guides and Escorts,n/a,$19010,$18450,$17970,$19530
10,9,Southern Tier Region, 39-9011,Childcare Workers,1700,$21900,$19940,$18370,$23660
10,9,Southern Tier Region, 39-9021,Personal Care Aides,3380,$26520,$23470,$19210,$30170
10,9,Southern Tier Region, 39-9031,Fitness Trainers and Aerobics Instructors,340,$35020,$23040,$18390,$43330
10,9,Southern Tier Region, 39-9032,Recreation Workers,700,$26180,$21610,$18280,$30140
10,9,Southern Tier Region, 39-9041,Residential Advisors,340,$31560,$30450,$22710,$35990
10,9,Southern Tier Region, 39-9099,"Personal Care and Service Workers, All Other",n/a,$28300,$28910,$18590,$33150
10,9,Southern Tier Region, 41-0000,Sales and Related Occupations,23260,$34390,$24110,$18890,$42140
10,9,Southern Tier Region, 41-1011,First-Line Supervisors of Retail Sales Workers,2040,$44010,$38850,$28740,$51640
10,9,Southern Tier Region, 41-1012,First-Line Supervisors of Non-Retail Sales Workers,320,$92580,$81960,$53220,$112260
10,9,Southern Tier Region, 41-2011,Cashiers,6630,$20820,$19600,$18870,$21790
10,9,Southern Tier Region, 41-2021,Counter and Rental Clerks,810,$27420,$24240,$18900,$31690
10,9,Southern Tier Region, 41-2022,Parts Salespersons,330,$31180,$30070,$20470,$36540
10,9,Southern Tier Region, 41-2031,Retail Salespersons,8460,$27290,$22280,$18900,$31490
10,9,Southern Tier Region, 41-3011,Advertising Sales Agents,240,$45710,$37100,$22750,$57190
10,9,Southern Tier Region, 41-3021,Insurance Sales Agents,580,$55280,$40050,$28670,$68590
10,9,Southern Tier Region, 41-3031,"Securities, Commodities, and Financial Services Sales Agents",290,$70310,$57280,$34490,$88220
10,9,Southern Tier Region, 41-3041,Travel Agents,n/a,$29270,$28860,$22200,$32810
10,9,Southern Tier Region, 41-3099,"Sales Representatives, Services, All Other",610,$58170,$46800,$30850,$71830
10,9,Southern Tier Region, 41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",270,$90940,$89530,$57850,$107490
10,9,Southern Tier Region, 41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2000,$61100,$50870,$33050,$75130
10,9,Southern Tier Region, 41-9011,Demonstrators and Product Promoters,70,$43520,$45800,$23740,$53410
10,9,Southern Tier Region, 41-9022,Real Estate Sales Agents,130,$77180,$50980,$32050,$99750
10,9,Southern Tier Region, 41-9031,Sales Engineers,70,$104350,$103960,$71420,$120810
10,9,Southern Tier Region, 41-9041,Telemarketers,290,$30850,$29440,$21890,$35340
10,9,Southern Tier Region, 41-9099,"Sales and Related Workers, All Other",n/a,$26600,$23440,$19940,$29940
10,9,Southern Tier Region, 43-0000,Office and Administrative Support Occupations,42870,$34660,$31790,$21250,$41360
10,9,Southern Tier Region, 43-1011,First-Line Supervisors of Office and Administrative Support Workers,2860,$52050,$49230,$33750,$61210
10,9,Southern Tier Region, 43-2011,"Switchboard Operators, Including Answering Service",220,$26970,$24330,$18510,$31200
10,9,Southern Tier Region, 43-2021,Telephone Operators,50,$29750,$28300,$18500,$35370
10,9,Southern Tier Region, 43-3011,Bill and Account Collectors,1020,$33860,$31390,$23280,$39150
10,9,Southern Tier Region, 43-3021,Billing and Posting Clerks,670,$33240,$31810,$25690,$37020
10,9,Southern Tier Region, 43-3031,"Bookkeeping, Accounting, and Auditing Clerks",3820,$36870,$35910,$25540,$42540
10,9,Southern Tier Region, 43-3051,Payroll and Timekeeping Clerks,370,$36670,$36490,$25160,$42420
10,9,Southern Tier Region, 43-3061,Procurement Clerks,110,$36620,$35990,$24380,$42740
10,9,Southern Tier Region, 43-3071,Tellers,950,$26810,$26180,$21730,$29350
10,9,Southern Tier Region, 43-4011,Brokerage Clerks,n/a,$55500,$57630,$36370,$65060
10,9,Southern Tier Region, 43-4031,"Court, Municipal, and License Clerks",270,$37970,$35150,$24860,$44520
10,9,Southern Tier Region, 43-4041,"Credit Authorizers, Checkers, and Clerks",n/a,$32310,$34460,$20980,$37980
10,9,Southern Tier Region, 43-4051,Customer Service Representatives,3990,$31690,$29110,$19730,$37680
10,9,Southern Tier Region, 43-4061,"Eligibility Interviewers, Government Programs",320,$41210,$41430,$33690,$44970
10,9,Southern Tier Region, 43-4071,File Clerks,380,$23170,$19890,$18450,$25530
10,9,Southern Tier Region, 43-4081,"Hotel, Motel, and Resort Desk Clerks",320,$23450,$21550,$18350,$26000
10,9,Southern Tier Region, 43-4111,"Interviewers, Except Eligibility and Loan",460,$32260,$30560,$23440,$36680
10,9,Southern Tier Region, 43-4121,"Library Assistants, Clerical",390,$28610,$24190,$18310,$33760
10,9,Southern Tier Region, 43-4131,Loan Interviewers and Clerks,160,$38520,$39430,$30160,$42710
10,9,Southern Tier Region, 43-4141,New Accounts Clerks,80,$32990,$33790,$24120,$37420
10,9,Southern Tier Region, 43-4151,Order Clerks,170,$33360,$30910,$22860,$38610
10,9,Southern Tier Region, 43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",310,$40160,$38880,$27790,$46340
10,9,Southern Tier Region, 43-4171,Receptionists and Information Clerks,2370,$26800,$25660,$20670,$29860
10,9,Southern Tier Region, 43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,n/a,$32640,$30050,$23340,$37290
10,9,Southern Tier Region, 43-4199,"Information and Record Clerks, All Other",240,$36410,$36210,$28220,$40510
10,9,Southern Tier Region, 43-5011,Cargo and Freight Agents,n/a,$40010,$42860,$30860,$44580
10,9,Southern Tier Region, 43-5021,Couriers and Messengers,130,$24770,$23330,$18490,$27910
10,9,Southern Tier Region, 43-5031,"Police, Fire, and Ambulance Dispatchers",170,$43100,$43760,$34370,$47460
10,9,Southern Tier Region, 43-5032,"Dispatchers, Except Police, Fire, and Ambulance",210,$42630,$40000,$31380,$48250
10,9,Southern Tier Region, 43-5041,"Meter Readers, Utilities",70,$52690,$51590,$39430,$59320
10,9,Southern Tier Region, 43-5051,Postal Service Clerks,180,$48130,$56400,$30520,$56930
10,9,Southern Tier Region, 43-5052,Postal Service Mail Carriers,700,$50730,$54990,$39160,$56510
10,9,Southern Tier Region, 43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",100,$38820,$36190,$23760,$46350
10,9,Southern Tier Region, 43-5061,"Production, Planning, and Expediting Clerks",590,$50990,$48470,$33130,$59920
10,9,Southern Tier Region, 43-5071,"Shipping, Receiving, and Traffic Clerks",1230,$33040,$32340,$23130,$38000
10,9,Southern Tier Region, 43-5081,Stock Clerks and Order Fillers,4240,$23700,$21070,$18230,$26430
10,9,Southern Tier Region, 43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",170,$24230,$20750,$18450,$27120
10,9,Southern Tier Region, 43-6011,Executive Secretaries and Executive Administrative Assistants,1090,$57950,$56380,$37730,$68060
10,9,Southern Tier Region, 43-6012,Legal Secretaries,280,$36430,$35400,$23800,$42740
10,9,Southern Tier Region, 43-6013,Medical Secretaries,250,$29630,$28080,$22410,$33240
10,9,Southern Tier Region, 43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",6510,$37740,$36940,$25020,$44110
10,9,Southern Tier Region, 43-9011,Computer Operators,140,$39420,$39290,$26780,$45750
10,9,Southern Tier Region, 43-9021,Data Entry Keyers,350,$29970,$29260,$21320,$34290
10,9,Southern Tier Region, 43-9022,Word Processors and Typists,610,$33170,$32970,$24180,$37660
10,9,Southern Tier Region, 43-9031,Desktop Publishers,n/a,$33510,$24230,$19010,$40760
10,9,Southern Tier Region, 43-9041,Insurance Claims and Policy Processing Clerks,250,$34840,$33930,$25310,$39600
10,9,Southern Tier Region, 43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",140,$28130,$28400,$18510,$32930
10,9,Southern Tier Region, 43-9061,"Office Clerks, General",5080,$29050,$27200,$19690,$33730
10,9,Southern Tier Region, 43-9071,"Office Machine Operators, Except Computer",140,$26860,$25340,$20710,$29930
10,9,Southern Tier Region, 43-9081,Proofreaders and Copy Markers,180,$19740,$18770,$18500,$20360
10,9,Southern Tier Region, 43-9111,Statistical Assistants,n/a,$48820,$44910,$34210,$56130
10,9,Southern Tier Region, 43-9199,"Office and Administrative Support Workers, All Other",160,$41190,$38250,$23700,$49930
10,9,Southern Tier Region, 45-0000,"Farming, Fishing, and Forestry Occupations",500,$38480,$34990,$20490,$47470
10,9,Southern Tier Region, 45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",n/a,$55140,$58210,$32970,$66230
10,9,Southern Tier Region, 45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",180,$25060,$21540,$17920,$28640
10,9,Southern Tier Region, 45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",50,$41090,$43660,$31180,$46040
10,9,Southern Tier Region, 45-4022,Logging Equipment Operators,n/a,$28490,$26200,$22130,$31680
10,9,Southern Tier Region, 45-4029,"Logging Workers, All Other",n/a,$25230,$26250,$19320,$28180
10,9,Southern Tier Region, 47-0000,Construction and Extraction Occupations,8790,$45710,$42680,$29720,$53700
10,9,Southern Tier Region, 47-1011,Supervisors of Construction and Extraction Workers,750,$61640,$58520,$43570,$70670
10,9,Southern Tier Region, 47-2021,Brickmasons and Blockmasons,90,$64830,$63140,$45400,$74550
10,9,Southern Tier Region, 47-2031,Carpenters,1250,$42900,$41880,$31500,$48600
10,9,Southern Tier Region, 47-2041,Carpet Installers,n/a,$48050,$37450,$35330,$54400
10,9,Southern Tier Region, 47-2044,Tile and Marble Setters,60,$59340,$57900,$45410,$66310
10,9,Southern Tier Region, 47-2051,Cement Masons and Concrete Finishers,70,$58890,$58850,$42930,$66860
10,9,Southern Tier Region, 47-2061,Construction Laborers,1490,$37560,$34130,$25150,$43760
10,9,Southern Tier Region, 47-2071,"Paving, Surfacing, and Tamping Equipment Operators",n/a,$47300,$38470,$33850,$54020
10,9,Southern Tier Region, 47-2073,Operating Engineers and Other Construction Equipment Operators,550,$48280,$44150,$33380,$55730
10,9,Southern Tier Region, 47-2111,Electricians,650,$56880,$55860,$39450,$65590
10,9,Southern Tier Region, 47-2121,Glaziers,n/a,$42910,$40900,$31530,$48610
10,9,Southern Tier Region, 47-2131,"Insulation Workers, Floor, Ceiling, and Wall",n/a,$61530,$59470,$38390,$73110
10,9,Southern Tier Region, 47-2141,"Painters, Construction and Maintenance",220,$36460,$33270,$25350,$42020
10,9,Southern Tier Region, 47-2151,Pipelayers,70,$62240,$69480,$40140,$73290
10,9,Southern Tier Region, 47-2152,"Plumbers, Pipefitters, and Steamfitters",610,$56160,$57030,$36620,$65930
10,9,Southern Tier Region, 47-2161,Plasterers and Stucco Masons,n/a,$37960,$36150,$29910,$41990
