Area,AreaName,SOC Code,SOC Title,Employment,MeanHourlyWage,MeanAnnualWage,EntryLevelHourlyWage,EntryLevelAnnualWage,ExperiencedLevelHourlyWage,ExperiencedLevelAnnualWage,10%HourlyWage,10%AnnualWage,25%HourlyWage,25%AnnualWage,MedianHourlyWage,MedianAnnualWage,75%HourlyWage,75%AnnualWage,90%HourlyWage,90%AnnualWage
000009,Connecticut Statewide,35-2019,"Cooks, All Other",480,17.01,"35,375",11.89,"24,739",19.57,"40,698",10.76,"22,373",12.84,"26,707",15.75,"32,764",18.97,"39,443",27.47,"57,146"
000009,Connecticut Statewide,35-2021,Food Preparation Workers,"9,460",12.63,"26,279",9.55,"19,875",14.17,"29,470",9.40,"19,559",9.60,"19,956",10.88,"22,638",13.70,"28,481",17.85,"37,129"
000009,Connecticut Statewide,35-3011,Bartenders,"7,510",11.55,"24,035",9.47,"19,701",12.59,"26,207",9.37,"19,497",9.43,"19,630",9.61,"19,987",11.61,"24,168",16.64,"34,610"
000009,Connecticut Statewide,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food","29,020",11.49,"23,892",9.51,"19,793",12.47,"25,942",9.40,"19,548",9.51,"19,793",10.28,"21,374",12.24,"25,463",15.34,"31,897"
000009,Connecticut Statewide,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop","7,190",10.17,"21,139",9.48,"19,732",10.5,"21,843",9.38,"19,508",9.45,"19,661",9.63,"20,017",10.61,"22,047",11.81,"24,555"
000009,Connecticut Statewide,35-3031,Waiters and Waitresses,"27,580",11.29,"23,474",9.46,"19,691",12.2,"25,361",9.37,"19,487",9.43,"19,610",9.59,"19,936",10.95,"22,781",15.26,"31,734"
000009,Connecticut Statewide,35-3041,"Food Servers, Nonrestaurant","3,840",13.75,"28,593",10.43,"21,690",15.41,"32,040",9.70,"20,181",10.74,"22,332",12.61,"26,238",15.45,"32,122",19.08,"39,678"
000009,Connecticut Statewide,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,"3,720",10.07,"20,966",9.49,"19,742",10.37,"21,567",9.37,"19,487",9.42,"19,610",9.55,"19,864",9.72,"20,221",11.58,"24,096"
000009,Connecticut Statewide,35-9021,Dishwashers,"6,200",10.84,"22,536",9.49,"19,752",11.5,"23,923",9.39,"19,528",9.48,"19,722",9.81,"20,405",11.40,"23,699",13.36,"27,788"
000009,Connecticut Statewide,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","3,690",10.51,"21,863",9.46,"19,691",11.03,"22,954",9.37,"19,497",9.43,"19,620",9.62,"20,007",10.91,"22,710",12.84,"26,697"
000009,Connecticut Statewide,35-9099,"Food Preparation and Serving Related Workers, All Other",400,11.85,"24,637",9.68,"20,119",12.93,"26,890",9.46,"19,681",9.70,"20,181",10.97,"22,822",12.97,"26,982",15.08,"31,357"
000009,Connecticut Statewide,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"56,510",15.99,"33,254",10.23,"21,282",18.87,"39,229",9.58,"19,915",10.85,"22,567",14.11,"29,348",19.11,"39,749",25.42,"52,884"
000009,Connecticut Statewide,39-5011,Barbers,N/A,12.04,"25,055",10.85,"22,577",12.64,"26,299",10.13,"21,068",10.70,"22,261",11.66,"24,249",13.26,"27,574",14.55,"30,256"
000009,Connecticut Statewide,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,"2,050",24.32,"50,589",15.10,"31,418",28.93,"60,175",13.55,"28,186",17.57,"36,547",25.09,"52,180",29.58,"61,531",35.42,"73,666"
000009,Connecticut Statewide,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundsk","1,780",28.39,"59,063",19.39,"40,331",32.9,"68,424",17.88,"37,190",21.12,"43,920",26.08,"54,250",33.47,"69,617",42.88,"89,186"
000009,Connecticut Statewide,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","29,400",15.38,"31,989",10.07,"20,945",18.03,"37,506",9.51,"19,783",10.36,"21,547",13.66,"28,420",19.35,"40,259",24.44,"50,844"
000009,Connecticut Statewide,37-2012,Maids and Housekeeping Cleaners,"8,580",12.27,"25,514",10.02,"20,843",13.39,"27,849",9.49,"19,742",9.97,"20,731",11.55,"24,025",13.89,"28,879",16.44,"34,182"
000009,Connecticut Statewide,37-2019,"Building Cleaning Workers, All Other",N/A,21.87,"45,490",16.46,"34,243",24.58,"51,109",15.73,"32,734",17.00,"35,354",19.10,"39,719",27.67,"57,554",29.72,"61,806"
000009,Connecticut Statewide,37-2021,Pest Control Workers,470,18.31,"38,097",13.91,"28,930",20.52,"42,686",12.65,"26,319",15.30,"31,806",18.05,"37,537",21.63,"44,981",24.44,"50,844"
000009,Connecticut Statewide,37-3011,Landscaping and Groundskeeping Workers,"13,580",16.41,"34,141",11.35,"23,597",18.95,"39,403",10.09,"20,976",12.33,"25,646",14.96,"31,112",18.46,"38,393",23.74,"49,365"
000009,Connecticut Statewide,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",130,18.94,"39,392",11.75,"24,423",22.54,"46,877",9.53,"19,834",13.57,"28,237",17.32,"36,007",23.88,"49,671",31.03,"64,539"
000009,Connecticut Statewide,37-3013,Tree Trimmers and Pruners,180,21.31,"44,328",15.82,"32,897",24.07,"50,049",15.11,"31,438",16.80,"34,936",19.35,"40,269",24.85,"51,690",31.00,"64,478"
000009,Connecticut Statewide,37-3019,"Grounds Maintenance Workers, All Other",60,27.96,"58,166",27.76,"57,738",28.07,"58,380",25.51,"53,057",26.56,"55,239",28.31,"58,880",29.85,"62,071",30.57,"63,581"
000009,Connecticut Statewide,39-0000,Personal Care and Service Occupations,"62,240",14.58,"30,337",9.91,"20,619",16.92,"35,201",9.45,"19,671",9.86,"20,517",12.20,"25,361",16.33,"33,957",23.34,"48,550"
000009,Connecticut Statewide,39-1011,Gaming Supervisors,N/A,28.39,"59,043",22.67,"47,142",31.24,"64,998",20.91,"43,492",24.45,"50,854",27.97,"58,176",31.47,"65,457",37.42,"77,837"
000009,Connecticut Statewide,39-1012,Slot Supervisors,110,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut Statewide,39-1021,First-Line Supervisors of Personal Service Workers,"3,060",21.46,"44,624",14.57,"30,317",24.89,"51,772",13.08,"27,207",16.27,"33,855",19.88,"41,361",25.53,"53,108",31.03,"64,539"
000009,Connecticut Statewide,39-2011,Animal Trainers,140,15.67,"32,591",10.52,"21,894",18.24,"37,944",9.84,"20,466",10.78,"22,424",12.74,"26,503",17.04,"35,446",19.09,"39,709"
000009,Connecticut Statewide,39-2021,Nonfarm Animal Caretakers,"2,180",12.81,"26,636",9.74,"20,262",14.34,"29,827",9.44,"19,650",9.66,"20,099",11.08,"23,066",13.95,"29,022",19.21,"39,963"
000009,Connecticut Statewide,39-3011,Gaming Dealers,"2,620",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut Statewide,39-3012,Gaming and Sports Book Writers and Runners,120,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut Statewide,39-3021,Motion Picture Projectionists,N/A,10.72,"22,291",9.50,"19,762",11.32,"23,546",9.38,"19,508",9.46,"19,681",9.61,"19,977",11.05,"22,995",14.56,"30,296"
000009,Connecticut Statewide,39-3031,"Ushers, Lobby Attendants, and Ticket Takers","1,140",10.13,"21,047",9.43,"19,620",10.46,"21,771",9.36,"19,467",9.40,"19,559",9.52,"19,813",9.76,"20,303",11.85,"24,647"
000009,Connecticut Statewide,39-3091,Amusement and Recreation Attendants,"1,910",12.98,"27,003",9.47,"19,691",14.74,"30,653",9.38,"19,508",9.45,"19,671",9.73,"20,232",12.86,"26,748",20.40,"42,441"
000009,Connecticut Statewide,39-3092,Costume Attendants,40,24.88,"51,752",10.16,"21,119",32.24,"67,068",9.51,"19,793",10.81,"22,475",19.10,"39,739",28.71,"59,716",35.03,"72,850"
000009,Connecticut Statewide,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",110,15.84,"32,948",9.58,"19,915",18.98,"39,464",9.44,"19,640",9.61,"19,987",11.44,"23,801",15.12,"31,459",18.79,"39,097"
000009,Connecticut Statewide,39-3099,"Entertainment Attendants and Related Workers, All Other",50,13.92,"28,940",10.17,"21,139",15.79,"32,846",9.51,"19,793",10.49,"21,812",12.91,"26,839",15.28,"31,765",18.91,"39,321"
000009,Connecticut Statewide,39-4011,Embalmers,N/A,32.37,"67,333",27.24,"56,657",34.94,"72,666",26.00,"54,097",29.00,"60,317",32.73,"68,088",35.87,"74,614",37.75,"78,530"
000009,Connecticut Statewide,39-4021,Funeral Attendants,400,18.07,"37,588",13.37,"27,808",20.42,"42,472",12.24,"25,463",15.10,"31,418",18.47,"38,413",21.88,"45,531",23.80,"49,498"
000009,Connecticut Statewide,39-4031,"Morticians, Undertakers, and Funeral Directors",360,32.20,"66,976",22.88,"47,581",36.86,"76,674",21.22,"44,134",24.72,"51,405",27.97,"58,176",32.90,"68,435",41.38,"86,066"
000009,Connecticut Statewide,39-5012,"Hairdressers, Hairstylists, and Cosmetologists","5,940",14.88,"30,949",9.77,"20,313",17.44,"36,272",9.46,"19,671",9.72,"20,201",12.47,"25,942",18.88,"39,260",23.18,"48,203"
000009,Connecticut Statewide,39-5092,Manicurists and Pedicurists,"1,610",10.68,"22,220",9.48,"19,712",11.28,"23,464",9.38,"19,508",9.45,"19,661",9.69,"20,150",11.16,"23,209",12.94,"26,921"
000009,Connecticut Statewide,39-5093,Shampooers,140,10.67,"22,189",9.47,"19,712",11.26,"23,423",9.38,"19,508",9.46,"19,681",9.69,"20,140",11.66,"24,239",13.77,"28,634"
000009,Connecticut Statewide,39-5094,Skincare Specialists,500,20.72,"43,104",11.41,"23,729",25.38,"52,782",9.94,"20,670",12.53,"26,075",16.85,"35,038",30.71,"63,876",35.76,"74,380"
000009,Connecticut Statewide,39-6011,Baggage Porters and Bellhops,210,11.06,"23,015",9.52,"19,813",11.84,"24,627",9.39,"19,538",9.49,"19,752",9.71,"20,201",11.72,"24,372",15.19,"31,591"
000009,Connecticut Statewide,39-6012,Concierges,140,13.23,"27,512",10.43,"21,700",14.62,"30,419",9.72,"20,211",10.62,"22,088",12.25,"25,473",14.69,"30,572",18.53,"38,536"
000009,Connecticut Statewide,39-7011,Tour Guides and Escorts,210,15.89,"33,050",10.02,"20,864",18.82,"39,148",9.48,"19,722",10.28,"21,384",14.04,"29,215",18.47,"38,424",23.46,"48,815"
000009,Connecticut Statewide,39-9011,Childcare Workers,"7,910",11.95,"24,851",9.69,"20,150",13.08,"27,207",9.41,"19,579",9.64,"20,048",10.98,"22,852",13.09,"27,237",16.07,"33,437"
000009,Connecticut Statewide,39-9021,Personal Care Aides,"20,750",12.94,"26,911",10.34,"21,506",14.24,"29,613",9.62,"20,007",10.63,"22,088",12.48,"25,962",14.57,"30,307",17.24,"35,864"
000009,Connecticut Statewide,39-9031,Fitness Trainers and Aerobics Instructors,"3,860",23.44,"48,764",11.76,"24,463",29.29,"60,909",10.47,"21,782",13.26,"27,584",21.21,"44,124",30.55,"63,540",40.30,"83,812"
000009,Connecticut Statewide,39-9032,Recreation Workers,"4,770",15.00,"31,204",9.95,"20,690",17.53,"36,466",9.42,"19,610",10.01,"20,833",12.80,"26,615",17.49,"36,374",23.42,"48,713"
000009,Connecticut Statewide,39-9041,Residential Advisors,"1,690",15.28,"31,765",10.28,"21,384",17.77,"36,965",9.65,"20,068",10.85,"22,567",13.65,"28,389",18.24,"37,944",23.96,"49,845"
000009,Connecticut Statewide,39-9099,"Personal Care and Service Workers, All Other",500,14.39,"29,929",10.31,"21,445",16.43,"34,161",9.53,"19,844",10.66,"22,169",12.97,"26,992",17.88,"37,180",21.99,"45,735"
000009,Connecticut Statewide,41-0000,Sales and Related Occupations,"164,750",21.56,"44,842",9.95,"20,682",27.36,"56,911",9.40,"19,560",10.12,"21,036",13.96,"29,032",25.29,"52,615",42.07,"87,520"
000009,Connecticut Statewide,41-1011,First-Line Supervisors of Retail Sales Workers,"15,080",22.90,"47,632",14.20,"29,547",27.25,"56,679",12.66,"26,333",16.10,"33,500",21.26,"44,215",27.64,"57,488",35.41,"73,641"
000009,Connecticut Statewide,41-1012,First-Line Supervisors of Non-Retail Sales Workers,"2,780",41.04,"85,367",24.51,"50,978",49.31,"102,552",22.40,"46,591",28.46,"59,186",37.55,"78,119",47.43,"98,650",62.26,"129,491"
000009,Connecticut Statewide,41-2011,Cashiers,"38,900",11.16,"23,209",9.45,"19,651",12.01,"24,988",9.31,"19,358",9.44,"19,641",10.20,"21,208",11.77,"24,473",14.53,"30,225"
000009,Connecticut Statewide,41-2021,Counter and Rental Clerks,"4,340",15.47,"32,166",9.81,"20,389",18.3,"38,049",9.39,"19,540",9.76,"20,308",12.55,"26,121",18.16,"37,766",25.62,"53,272"
000009,Connecticut Statewide,41-2022,Parts Salespersons,"2,290",17.85,"37,129",11.28,"23,462",21.14,"43,962",10.10,"21,006",12.29,"25,565",16.55,"34,420",22.14,"46,045",28.16,"58,569"
000009,Connecticut Statewide,41-2031,Retail Salespersons,"52,950",13.59,"28,254",9.61,"20,005",15.57,"32,368",9.36,"19,469",9.63,"20,035",11.19,"23,270",14.59,"30,336",20.98,"43,619"
000009,Connecticut Statewide,41-3011,Advertising Sales Agents,"1,660",27.37,"56,942",14.16,"29,456",33.99,"70,689",11.89,"24,726",16.97,"35,309",23.29,"48,440",35.51,"73,864",45.89,"95,456"
000009,Connecticut Statewide,41-3021,Insurance Sales Agents,"6,190",33.29,"69,234",18.06,"37,574",40.9,"85,064",16.48,"34,268",20.63,"42,901",27.72,"57,649",39.30,"81,758",50.68,"105,423"
000009,Connecticut Statewide,41-3031,"Securities, Commodities, and Financial Services Sales Agents","5,250",64.08,"133,282",23.71,"49,320",84.27,"175,273",19.36,"40,263",29.20,"60,732",49.61,"103,189",89.99,"187,171",>90.00,">187,200"
000009,Connecticut Statewide,41-3041,Travel Agents,790,19.28,"40,091",13.41,"27,900",22.2,"46,186",9.76,"20,308",15.94,"33,146",18.66,"38,807",22.29,"46,368",27.61,"57,427"
000009,Connecticut Statewide,41-3099,"Sales Representatives, Services, All Other","8,910",35.29,"73,399",16.78,"34,895",44.54,"92,645",14.65,"30,457",19.80,"41,203",28.68,"59,651",43.13,"89,714",62.82,"130,674"
000009,Connecticut Statewide,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","4,960",48.00,"99,833",25.84,"53,737",59.08,"122,890",20.89,"43,457",31.72,"65,979",42.10,"87,581",56.39,"117,290",80.50,"167,449"
000009,Connecticut Statewide,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","14,960",36.02,"74,915",18.98,"39,484",44.54,"92,635",17.08,"35,532",22.51,"46,813",30.43,"63,280",43.65,"90,795",59.53,"123,830"
000009,Connecticut Statewide,41-9011,Demonstrators and Product Promoters,"1,310",15.68,"32,610",10.95,"22,765",18.04,"37,523",10.16,"21,137",11.75,"24,432",14.07,"29,264",19.64,"40,859",23.33,"48,531"
000009,Connecticut Statewide,41-9021,Real Estate Brokers,260,44.79,"93,171",19.40,"40,343",57.5,"119,585",14.81,"30,811",24.93,"51,857",31.54,"65,605",53.29,"110,851",>90.00,">187,200"
000009,Connecticut Statewide,41-9022,Real Estate Sales Agents,740,24.33,"50,614",14.58,"30,316",29.21,"60,773",13.02,"27,081",16.86,"35,067",21.54,"44,801",31.12,"64,746",41.78,"86,894"
000009,Connecticut Statewide,41-9031,Sales Engineers,920,45.89,"95,456",30.69,"63,836",53.49,"111,265",28.55,"59,388",34.51,"71,781",43.21,"89,886",53.06,"110,356",64.58,"134,343"
000009,Connecticut Statewide,41-9041,Telemarketers,"1,400",18.33,"38,109",9.96,"20,702",22.5,"46,813",9.43,"19,611",10.22,"21,248",15.20,"31,610",25.45,"52,949",30.19,"62,805"
000009,Connecticut Statewide,41-9099,"Sales and Related Workers, All Other",450,22.96,"47,763",10.37,"21,572",29.25,"60,854",9.63,"20,045",10.56,"21,976",12.37,"25,737",25.98,"54,030",35.70,"74,258"
000009,Connecticut Statewide,43-0000,Office and Administrative Support Occupations,"263,970",20.65,"42,950",12.41,"25,819",24.77,"51,515",10.52,"21,889",14.28,"29,698",19.31,"40,166",25.80,"53,654",31.39,"65,279"
000009,Connecticut Statewide,43-1011,First-Line Supervisors of Office and Administrative Support Worke,"25,300",30.39,"63,223",20.76,"43,185",35.2,"73,231",18.81,"39,133",23.69,"49,264",29.17,"60,674",36.19,"75,278",44.58,"92,726"
000009,Connecticut Statewide,43-2011,"Switchboard Operators, Including Answering Service",860,16.63,"34,599",11.46,"23,834",19.22,"39,972",9.79,"20,375",12.98,"26,996",16.84,"35,039",19.60,"40,770",23.21,"48,271"
000009,Connecticut Statewide,43-2021,Telephone Operators,180,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut Statewide,43-3011,Bill and Account Collectors,"2,990",21.66,"45,068",15.32,"31,857",24.85,"51,679",13.93,"28,981",17.18,"35,725",21.31,"44,311",25.19,"52,406",30.14,"62,680"
000009,Connecticut Statewide,43-3021,Billing and Posting Clerks and Machine Operators,"5,380",21.55,"44,833",15.85,"32,972",24.41,"50,758",14.87,"30,936",17.37,"36,114",21.05,"43,779",24.89,"51,761",29.74,"61,861"
000009,Connecticut Statewide,43-3031,"Bookkeeping, Accounting, and Auditing Clerks","18,650",21.61,"44,956",14.58,"30,342",25.12,"52,262",12.77,"26,566",16.92,"35,183",21.35,"44,403",26.16,"54,411",30.55,"63,540"
000009,Connecticut Statewide,43-3051,Payroll and Timekeeping Clerks,"1,980",22.92,"47,688",17.18,"35,735",25.8,"53,664",15.70,"32,655",19.79,"41,159",22.90,"47,627",26.98,"56,120",30.68,"63,816"
000009,Connecticut Statewide,43-3061,Procurement Clerks,890,21.39,"44,475",15.28,"31,785",24.44,"50,820",14.04,"29,206",17.22,"35,827",20.98,"43,636",24.90,"51,781",30.14,"62,690"
000009,Connecticut Statewide,43-3071,Tellers,"5,140",15.84,"32,962",12.44,"25,881",17.55,"36,493",11.29,"23,465",13.23,"27,528",15.31,"31,836",18.39,"38,243",21.54,"44,812"
000009,Connecticut Statewide,43-3099,"Financial Clerks, All Other",510,19.05,"39,634",13.16,"27,375",22,"45,764",11.49,"23,895",14.86,"30,905",18.52,"38,529",23.38,"48,640",27.90,"58,034"
000009,Connecticut Statewide,43-4011,Brokerage Clerks,950,27.22,"56,612",18.02,"37,475",31.83,"66,190",16.56,"34,446",19.85,"41,282",25.56,"53,173",32.78,"68,176",39.95,"83,106"
000009,Connecticut Statewide,43-4021,Correspondence Clerks,70,19.44,"40,433",14.11,"29,339",22.1,"45,979",11.90,"24,755",16.15,"33,586",19.90,"41,394",23.07,"47,985",25.49,"53,010"
000009,Connecticut Statewide,43-4031,"Court, Municipal, and License Clerks","1,240",23.48,"48,834",15.84,"32,952",27.29,"56,775",12.62,"26,239",19.48,"40,525",23.57,"49,029",28.54,"59,354",32.16,"66,896"
000009,Connecticut Statewide,43-4041,"Credit Authorizers, Checkers, and Clerks",240,20.68,"43,032",14.87,"30,915",23.6,"49,080",13.57,"28,224",16.37,"34,057",19.69,"40,965",24.35,"50,646",30.01,"62,435"
000009,Connecticut Statewide,43-4051,Customer Service Representatives,"29,900",19.52,"40,586",12.00,"24,970",23.26,"48,384",10.68,"22,217",13.62,"28,326",18.51,"38,509",23.96,"49,827",29.91,"62,220"
000009,Connecticut Statewide,43-4061,"Eligibility Interviewers, Government Programs","1,090",27.71,"57,635",22.67,"47,146",30.23,"62,885",21.19,"44,076",24.47,"50,891",27.74,"57,717",30.91,"64,277",35.64,"74,131"
000009,Connecticut Statewide,43-4071,File Clerks,"1,620",15.52,"32,287",10.24,"21,316",18.15,"37,772",9.65,"20,078",10.81,"22,473",14.54,"30,250",18.88,"39,266",23.31,"48,476"
000009,Connecticut Statewide,43-4081,"Hotel, Motel, and Resort Desk Clerks","1,840",11.48,"23,885",9.74,"20,262",12.35,"25,686",9.49,"19,740",9.70,"20,180",10.90,"22,667",12.23,"25,440",14.71,"30,578"
000009,Connecticut Statewide,43-4111,"Interviewers, Except Eligibility and Loan","1,770",18.84,"39,184",12.76,"26,546",21.88,"45,508",11.05,"22,995",14.58,"30,332",18.57,"38,631",22.77,"47,361",27.13,"56,417"
000009,Connecticut Statewide,43-4121,"Library Assistants, Clerical","1,570",14.87,"30,926",9.89,"20,559",17.37,"36,114",9.45,"19,659",9.90,"20,580",13.60,"28,285",18.17,"37,813",23.29,"48,445"
000009,Connecticut Statewide,43-4131,Loan Interviewers and Clerks,"1,760",19.93,"41,466",13.64,"28,377",23.08,"48,005",10.96,"22,800",16.11,"33,504",20.24,"42,111",23.62,"49,131",27.75,"57,717"
000009,Connecticut Statewide,43-4141,New Accounts Clerks,140,20.81,"43,298",16.13,"33,545",23.16,"48,169",15.58,"32,389",17.36,"36,104",20.28,"42,193",23.44,"48,773",27.60,"57,410"
000009,Connecticut Statewide,43-4151,Order Clerks,"1,590",19.14,"39,808",13.14,"27,334",22.15,"46,051",11.33,"23,558",15.02,"31,253",18.36,"38,191",23.31,"48,497",28.46,"59,201"
000009,Connecticut Statewide,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping","1,220",21.29,"44,270",14.73,"30,629",24.56,"51,086",13.13,"27,313",16.70,"34,743",20.59,"42,837",25.16,"52,334",30.81,"64,103"
000009,Connecticut Statewide,43-4171,Receptionists and Information Clerks,"13,010",16.40,"34,118",12.13,"25,226",18.54,"38,570",10.89,"22,657",13.12,"27,293",15.85,"32,962",18.86,"39,225",23.09,"48,016"
000009,Connecticut Statewide,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,510,18.05,"37,536",11.16,"23,230",21.49,"44,690",9.97,"20,723",12.09,"25,144",17.67,"36,748",22.33,"46,450",26.55,"55,220"
000009,Connecticut Statewide,43-4199,"Information and Record Clerks, All Other","1,660",20.00,"41,589",14.18,"29,493",22.9,"47,637",13.24,"27,538",15.66,"32,573",19.61,"40,770",23.79,"49,489",28.07,"58,382"
000009,Connecticut Statewide,43-5011,Cargo and Freight Agents,570,30.29,"63,008",16.12,"33,525",37.38,"77,754",14.98,"31,161",18.35,"38,161",24.36,"50,666",38.59,"80,272",59.43,"123,621"
000009,Connecticut Statewide,43-5021,Couriers and Messengers,590,15.37,"31,959",10.93,"22,729",17.58,"36,575",9.62,"20,006",12.02,"25,000",15.69,"32,635",18.12,"37,700",19.93,"41,466"
000009,Connecticut Statewide,43-5031,"Police, Fire, and Ambulance Dispatchers","1,380",24.85,"51,669",19.69,"40,954",27.42,"57,031",18.38,"38,222",21.23,"44,168",24.79,"51,546",28.67,"59,641",31.14,"64,778"
000009,Connecticut Statewide,43-5032,"Dispatchers, Except Police, Fire, and Ambulance","1,760",21.18,"44,055",14.09,"29,298",24.72,"51,434",12.45,"25,901",15.81,"32,880",19.19,"39,911",25.45,"52,928",32.76,"68,124"
000009,Connecticut Statewide,43-5041,"Meter Readers, Utilities",220,28.79,"59,876",20.44,"42,510",32.96,"68,554",17.63,"36,667",24.48,"50,912",30.33,"63,089",34.98,"72,760",37.79,"78,614"
000009,Connecticut Statewide,43-5051,Postal Service Clerks,"1,010",25.81,"53,695",20.95,"43,564",28.24,"58,761",16.01,"33,290",27.65,"57,502",27.95,"58,126",28.52,"59,324",28.53,"59,344"
000009,Connecticut Statewide,43-5052,Postal Service Mail Carriers,"4,380",25.56,"53,183",18.30,"38,048",29.21,"60,746",16.06,"33,392",20.60,"42,848",29.17,"60,664",29.18,"60,685",29.62,"61,606"
000009,Connecticut Statewide,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators","1,220",25.65,"53,347",21.15,"44,004",27.9,"58,024",16.01,"33,279",27.40,"56,990",27.92,"58,075",27.95,"58,126",27.95,"58,126"
000009,Connecticut Statewide,43-5061,"Production, Planning, and Expediting Clerks","4,470",24.83,"51,638",17.25,"35,889",28.61,"59,518",16.24,"33,791",18.89,"39,286",23.75,"49,407",29.61,"61,575",36.33,"75,574"
000009,Connecticut Statewide,43-5071,"Shipping, Receiving, and Traffic Clerks","7,170",17.06,"35,480",11.90,"24,765",19.64,"40,842",10.62,"22,094",13.11,"27,272",16.64,"34,599",20.22,"42,070",24.09,"50,093"
000009,Connecticut Statewide,43-5081,Stock Clerks and Order Fillers,"22,660",13.68,"28,449",10.01,"20,825",15.51,"32,266",9.51,"19,781",9.96,"20,723",11.70,"24,325",15.47,"32,174",21.23,"44,168"
000009,Connecticut Statewide,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",610,19.56,"40,678",12.24,"25,451",23.22,"48,302",10.92,"22,708",13.91,"28,930",18.24,"37,925",23.52,"48,916",30.53,"63,499"
000009,Connecticut Statewide,43-6011,Executive Secretaries and Executive Administrative Assistants,"8,970",33.31,"69,281",24.98,"51,966",37.48,"77,949",23.21,"48,282",27.48,"57,154",32.92,"68,462",37.99,"79,013",45.14,"93,903"
000009,Connecticut Statewide,43-6012,Legal Secretaries,"1,840",22.55,"46,910",15.67,"32,583",26,"54,084",14.40,"29,943",17.00,"35,367",20.28,"42,193",28.12,"58,495",31.83,"66,200"
000009,Connecticut Statewide,43-6013,Medical Secretaries,"4,130",19.74,"41,067",15.13,"31,458",22.05,"45,877",13.74,"28,592",16.28,"33,873",19.20,"39,921",23.13,"48,097",27.06,"56,264"
000009,Connecticut Statewide,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical,","31,770",20.79,"43,257",14.41,"29,974",23.99,"49,899",12.84,"26,720",16.26,"33,811",20.20,"42,019",25.01,"52,017",29.65,"61,657"
000009,Connecticut Statewide,43-9011,Computer Operators,430,21.94,"45,641",14.98,"31,161",25.42,"52,876",13.55,"28,173",16.84,"35,029",22.21,"46,194",27.54,"57,287",30.04,"62,475"
000009,Connecticut Statewide,43-9021,Data Entry Keyers,"1,630",18.10,"37,659",12.53,"26,054",20.9,"43,462",11.50,"23,916",13.80,"28,725",17.14,"35,653",21.97,"45,693",27.60,"57,410"
000009,Connecticut Statewide,43-9022,Word Processors and Typists,850,20.00,"41,589",14.66,"30,506",22.66,"47,125",11.54,"24,008",16.91,"35,162",19.74,"41,057",23.44,"48,763",27.41,"57,001"
000009,Connecticut Statewide,43-9031,Desktop Publishers,80,23.05,"47,934",16.28,"33,873",26.42,"54,954",15.48,"32,195",18.86,"39,225",22.96,"47,770",27.86,"57,942",31.58,"65,689"
000009,Connecticut Statewide,43-9041,Insurance Claims and Policy Processing Clerks,"4,590",23.79,"49,479",18.13,"37,721",26.62,"55,363",16.71,"34,753",19.66,"40,883",22.85,"47,535",27.74,"57,717",33.39,"69,465"
000009,Connecticut Statewide,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service","1,590",17.06,"35,480",10.90,"22,677",20.14,"41,886",9.81,"20,416",11.78,"24,499",16.66,"34,651",21.31,"44,311",25.07,"52,150"
000009,Connecticut Statewide,43-9061,"Office Clerks, General","33,480",17.97,"37,383",11.65,"24,212",21.14,"43,973",9.93,"20,651",13.08,"27,190",17.25,"35,879",22.19,"46,143",27.03,"56,213"
000009,Connecticut Statewide,43-9071,"Office Machine Operators, Except Computer",520,17.32,"36,022",11.44,"23,803",20.25,"42,131",10.35,"21,511",12.44,"25,870",16.72,"34,773",21.92,"45,590",24.95,"51,894"
