JobPostingID,Title,SalaryBasis,SalaryStart,SalaryEnd,OpeningDate,ClosingDate,VacancyTotal,Organization,JobDescription,JobType,Name,Address1,Address2,City,State,Zip,ContactPhone,ContactExtension,ContactFax,ContactEmail,ContactComments,PostingType,Specialty,WorkZip,OnetCode,SocTitle,Onet,JobDetailsURL,JobURL,Employer,latlng
5886,Office Support Assistant,Annual,"$22,992.00","$23,628.00",2017-01-27,2017-02-10,1,Division of Youth Services,"Types, utilizing a computer keyboard and word processing software, and edits a variety of material, frequently involving technical or specialized terminology; transcribes from dictating equipment.  Reviews documents for accuracy, completeness, and compliance.  Composes routine correspondence; proofreads and/or finalizes letters, memorandums, reports, or other documents for approval and/or signature.  Establishes and maintains filing systems; prepares records for storage and/or archiving.",Full-Time,Division of Youth Services,Attn: Anastasia Elder,9400 Sears Lane,Poplar Bluff,MO,63901,5738409280,,5738409352,anastasia.m.elder@dss.mo.gov,"You must include a cover letter, resume, photocopy of official transcripts (if applicable), DSS Application for Employment and DYS Employment Application Addendum.",Merit,,63901,43919999,Office and Administrative Support Occupations,"Office and Administrative Support Workers, All Other",,https://mocareers.mo.gov/Details?id=5886,STATE OF MISSOURI,"(36.7378524, -90.4879916)"
5760,Auditor I,Annual,"$34,416.00","$48,852.00",2017-01-12,2017-02-12,1,Compliance and Investigations,This is entry-level professional work involving program and financial auditing of the internal operations of a state agency and/or external organizations providing contracted services to the state agency or its clients.,Full-Time,Personnel Services Bureau,301 W. High St.,,Jefferson City,MO,65101,5737511291,,5737515294,personnel@dor.mo.gov,"If you are interested in applying for this position, please visit our website: create an account, complete your on-line application, and apply for the vacancy.",Other,,65101,13201100,Business and Financial Operations Occupations,Accountants and Auditors,https://sa.dor.mo.gov/hr/jobopp/default.aspx,https://mocareers.mo.gov/Details?id=5760,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5888,Workforce Development Specialist I,Annual,"$31,608.00","$32,688.00",2017-01-27,2017-02-10,1,Workforce Development,"�	Proactively coordinate with partners to provide comprehensive services to job seekers and employers.  �	Provide programmatically specific services such as:  Trade Act, RESEA, METP, Corrections Officer Testing and other re-employment programs as needed.  �	Accept and records job orders from employers.  �	Pre-screen applicants meeting the employer order specifications and make appropriate referrals to employers.  �	Facilitate workshops for job seekers.   �	Assist job seekers in automated job searches.  �	Classify all job orders and applicants qualifications using skill codes.  �	Contact employers by phone/email/websites, identifies their labor needs and problems, and develops a plan of service.  �	Inform employers and community organizations of workforce development; attends and conducts Job Fairs.  �	Develop job opportunities with employers for qualified job seekers.  �	Provide basic vocational and career counseling to applicants with issues such as; job choice, job change, or job adjustment problems, resume writing and interviewing techniques.  �	Assist applicants in evaluating their vocational needs and formulates a vocational plan to achieve desired outcomes.    �	Perform other related work as assigned.",Full-Time,,,,,MO,,,,5735229814,jamie.angel@ded.mo.gov,"APPLICATION PROCESS:  This position is a merit position.  Interested applicants must apply through the Electronic Application System (EASe) available at http://www.ease.mo.gov/ and be determined eligible.  You will receive an electronic notification from the EASe system to the email address you provided (if determined eligible).  After the closing date, the department will be provided the names of individuals determined eligible in the counties we are filling.  We will contact individuals at that time.  Email Contact:  Jamie.Angel@ded.mo.gov",Merit,,63090,13107500,Business and Financial Operations Occupations,Labor Relations Specialists,,https://mocareers.mo.gov/Details?id=5888,STATE OF MISSOURI,"(38.5434439, -91.0394635)"
5921,Office Support Assistant,Annual,"$22,992.00","$30,504.00",2017-02-01,2017-02-10,1,DAI - SECC,"This description may not include all of the duties, knowledge, skills, or abilities associated with this classification.  Types and edits a variety of material, which may contain technical or specialized terminology; reviews documents for accuracy and completeness. Serves as receptionist or information clerk; determines purpose of contact; provides general information and assists in preparation of forms ; directs individuals to proper destination; receives and distributes messages; and schedules and/or arranges appointments .  Composes routine correspondence; proofreads and/or finalizes letters, memorandums, reports, or other documents for approval and/or signature.  Establishes and maintains filing systems; prepares records for storage and/or archiving.  Maintains office equipment and supply inventory; maintains records relating to receipt and issuance of materials or equipment.  Prepares agency documents such as purchase and supply requisitions, personnel and/or payroll forms, time and leave records, and expense accounts; performs math calculations in the completion of forms and records.  Assists with the Arrangement of travel and accommodations and in the coordination of meeting logistics.  Processes and distributes mail according to established procedures; prepares material for mailing utilizing automated equipment when applicable.  Performs data entry and develops routine spreadsheets and databases.  Compiles and prepares data or reports from a variety of sources in accordance with specific instructions or procedures.  Operates and maintains standard office equipment.  Serves as a lead worker providing guidance, direction, and training to other clerical employees; reviews work for accuracy, timeliness, and compliance with instructions and procedures.  Receives general supervision from a designated administrative supervisor, carries out assigned responsibilities independently within established guidelines.  Performs other related work as assigned.",Full-Time,Louise Learue,300 East Pedro Simmons Dr,,Charleston,MO,63834,5736834409,1008,5736683490,Louise.Learue@doc.mo.gov,,Merit,,63834,43919999,Office and Administrative Support Occupations,"Office and Administrative Support Workers, All Other",,https://mocareers.mo.gov/Details?id=5921,STATE OF MISSOURI,"(36.9089617, -89.28472510000002)"
5922,Physical Plant Supervisor I,Annual,"$35,640.00","$50,112.00",2017-02-02,2017-02-10,1,DAI - SECC,"This description may not include all of the duties, knowledge, skills, or abilities associated with this classification.  Supervises and inspects the operation and maintenance of a steam/hot water heating plant, or a central HVAC/chilled water systems, or complex building automation system in a small state facility.  Acts as the over-all assistant to the head of maintenance, facility director, or central office administrator in a moderate-size state facility, assuming responsibility for heating, air conditioning, building and grounds maintenance work, central HVAC/chilled water systems, and other related building maintenance areas.  Assigns and inspects the work of skilled and semi-skilled employees and/or offenders, and other trade personnel; monitors and evaluates employee performance and follows established personnel management policies.  Participates in complex repair and maintenance activities requiring the application of advanced mechanical and/or building skills and techniques.  Supervises building and plant maintenance work and related repair functions to insure the most efficient and economical use of personnel, equipment, supplies, and energy.  Advises administrative supervisors of the feasibility of proposed construction and remodeling projects, and the need for major equipment replacement; assists in developing capital improvement budget requests.  Conducts inspections of assigned areas; plans, schedules, and assigns maintenance repair work.  Requisitions supplies and materials as needed and maintains records and prepares reports on the cost of materials used, power produced or consumed, and other similar information.  Exercises considerable independence in the performance of responsibilities; general supervision is received from an administrative supervisor or higher level Physical Plant Supervisor  Performs other related work as assigned.",Full-Time,Louise Learue,300 East Pedro Simmons Dr,,Charleston,MO,63834,5736834409,1008,5736834909,Louise.Learue@doc.mo.gov,,Merit,,63834,49906999,"Installation, Maintenance, and Repair Occupations","Precision Instrument and Equipment Repairers, All Other",,https://mocareers.mo.gov/Details?id=5922,STATE OF MISSOURI,"(36.9089617, -89.28472510000002)"
5941,Developmental Assistant III,Annual,"$1,097.50","$1,507.50",2017-02-03,2017-02-10,1,Bellefontaine Habilitation Center,"EXAMPLES OF DUTIES  Manages and supervises Developmental Assistants in a multi-ward cottage sub-unit, or comparable treatment area; makes frequent rounds during the assigned shift to inspect and evaluate the work of subordinates, and reviews and instructs personnel in the total care treatment of clients.  Observes, reports, and records changes in the physical conditions, behavioral response, and emotional status of clients; prepares and/or supervises the preparation of related records and report.  Prepares work assignments and reviews client program plans; reports observations to treatment team and/or Unit Program Supervisor to assist in program planning.  Investigates reports of rule infractions, complaints of clients and employees, and related incidents; prepares report to supervisors on such cases; maintains discipline in the assigned area by handling routine complaints and problems.  Prepares schedules and time and attendance records; circulates and implements directives.",Full-Time,Tamar Rehbein,10695 Bellefontaine Rd.,,St. Louis,MO,63137,3142649114,,3143406041,Tamar.Rehbein@dmh.mo.gov,"APPLICATION PROCEDURE:  Please submit the following:  a BHC Application form, a signed Acknowledgement of Essential Functions form and a written recommendation from a supervisor or staff knowledgeable of your work ethics and ability to:  Human Resources, 10695 Bellefontaine Rd., St. Louis, MO 63137 or fax to: (314) 340-6041.    The successful candidate assigned to this position shall remain in the position for ninety (90) days from the date of their assignment before they may apply for another position.  For additional information on this vacancy or to request forms, contact HR at (314) 264-9114 or Tamar.Rehbein@dmh.mo.gov",Merit,,63137,31909999,Healthcare Support Occupations,"Healthcare Support Workers, All Other",,https://mocareers.mo.gov/Details?id=5941,STATE OF MISSOURI,"(38.7479435, -90.2113571)"
5838,Designated Principal Assistant,Annual,"$41,097.06","$41,097.06",2017-01-23,2017-02-13,1,Public Service Commission,"The Missouri Public Service Commission is seeking a motivated, detail-oriented individual to fill a Designated Principal Assistant position in the General Counsel Division.    This is a highly responsible and complex administrative support position that carries out both delegated and independent functions.  Employee in this position must be highly organized and detail oriented. Duties include providing administrative support to the General Counsel and other division personnel, performing diverse administrative and office management responsibilities, case management and processing, legal research, complex/technical secretarial work, travel arrangements, and expense accounts.  This position requires strict confidentiality and use of independent judgment in fulfilling responsibilities.",Full-Time,Sheryl Gregory,200 Madison Street,PO Box 360,Jefferson City,MO,65102-0360,5737513233,,5735264935,pscjobs@psc.mo.gov,"To be considered for this position, you must send an application, resume, a copy of all transcripts and a documented typing score by 5:00 pm on February 13, 2017 to:  MO Public Service Commission, Reference #GC010217, P.O. Box 360, Jefferson City, MO  65102 via e-mail to pscjobs@psc.mo.gov.",Other,,65102,23201100,Legal Occupations,Paralegals and Legal Assistants,http://psc.mo.gov/General/Career_Opportunities,https://mocareers.mo.gov/Details?id=5838,STATE OF MISSOURI,"(38.5, -92.14999999999999)"
5897,Physical Plant Supervisor III,Monthly,"$3,696.00","$3,838.00",2017-01-30,2017-02-13,1,Adjutant General Division,"Work is performed under the direct supervision of the Base Operations Supervisor.  Employee is responsible for the supervision of skilled and unskilled employees engaged minor construction and repair of  various and multiple Missouri Army National Guard facilities in designated area.  Directs and evaluates minor construction and maintenance repairs through subordinate maintenance supervisors, regional repair technicians, contractors, or troop labor.  Participates in the construction inspections of major construction projects as directed.  Advises administrative supervisor of necessity and feasibility of proposed construction and renovation projects.    Serves as fund manager for budgeted federal RPOMA and state funds, reconciliation of funds, and strictly adheres to established NGB 420 and $25,000 state contracting procedures.    Participates in both federal and state budget process.  Develops and/or approves requisitions for projects regarding construction, maintenance and repair materials, equipment and supplies within budget authority limits.  Submits requests for all requests for all requirements exceeding authority to administrative supervisor.  Interacts directly Training Site, Maintenance and Armory personnel and strives to build a maintenance team approach to customer requirements.  Develops, prioritized backlog of maintenance/repair BMAR) and review with customers on a regularly scheduled basis for input into Facilities budgets.  Inspects mechanical systems, structures, utility systems, and projects for and timeliness in all assigned facilities.  Develops, Implements, and maintains preventative maintenance programs.  Directs and inspects the operation and controls.  Directs, inspects and supervises the work of all semi-skilled and unskilled employees engaged in building grounds and repair work within employee's assigned area.  Incumbent may personally participate In complex or special work projects.  Responsibilities may be added, deleted, or changed at any time at the direction of management, either verbally or In writing.  Complies with all state and office standard operating procedures and performs other duties as assigned.",Full-Time,Elaine Forck,2302 Militia Dr,,Jefferson City,MO,65101,5736389609,,5736389823,elaine.a.forck.nfg@mail.mil,"Persons who wish to be considered for this position must complete MO 812-0938 (6-16), DPS Application for Employment.  Applications may be picked up from the State Resources Division located on the second floor of the Office of the Adjutant General, 2302 Militia Drive, Jefferson City, Missouri  65101-1203, or downloaded from www.moguard.com.  Completed applications may be returned to the above listed address.",Other,,65473,47401100,Construction and Extraction Occupations,Construction and Building Inspectors,,https://mocareers.mo.gov/Details?id=5897,STATE OF MISSOURI,"(37.7259436, -92.1253854)"
5898,Security Officer I,Monthly,"$2,195.00","$2,265.00",2017-01-30,2017-02-13,1,Adjutant General Division,"Incumbent works under the direct supervision of the Security Officer II following oral and written instructions.  General supervision is received from the higher-level security officers or other designated supervisors.  Review of work is through observation and ability to perform assigned duties under both normal and emergency conditions.  Maintain order and proper behavior of individuals and groups and security of equipment.  Provide for the security and general protection of owned/leased property of the MO-TASMG.  Prepare written reports concerning questionable conduct by employees and the public.  Make regular rounds throughout the buildings and/or grounds observing equipment and the demeanor of the public and employees. Investigate actions of vandalism, damage or theft and work closely with law enforcement officials on investigations when necessary.  Prepare and submit written reports on infractions of laws, regulations, or rules that occur on the grounds or within the buildings.  Answer routine questions from the public.  Direct persons to offices or other facilities as needed.  Assist other personnel in maintaining proper security and assuring that precautionary measures are taken for protection of people and property. Alternate responsibilities/duties are as directed by the Security Officer II and III of the MO- MO-TASMG or by the MO-TASMG Commander or other responsible supervisors.  Conduct certain administrative duties as directed and all other duties as directed by the MO- MO-TASMG Commander, and Security Officer II and III.  Maintain the Security facilities in a clean and serviceable condition.  Make routine operational checks on the Security vehicle.  Conduct other security operations as required by the MO- MO-TASMG Commander or authorized representative.   Responsibilities may be added, deleted or changed at any time at the discretion of management, formally or informally, verbally or in writing.  Complies with all federal, state and MO- MO-TASMG standard operating procedures and performs other duties as assigned",Full-Time,Elaine Forck,2302 Militia Dr,,Jefferson City,MO,65101,5736389609,,5736389823,elaine.a.forck.nfg@mail.mil,"Persons who wish to be considered for this position must complete MO 812-0938 (6-16), DPS Application for Employment.  Applications may be picked up from the State Resources Division located on the second floor of the Office of the Adjutant General, 2302 Militia Drive, Jefferson City, Missouri  65101-1203, or downloaded from www.moguard.com.  Completed applications may be returned to either of the above listed addresses.",Other,,65803,33903200,Protective Service Occupations,Security Guards,,https://mocareers.mo.gov/Details?id=5898,STATE OF MISSOURI,"(37.294172, -93.29861059999999)"
5899,Senior Office Support Assistant,Monthly,"$2,230.00","$2,302.00",2017-01-30,2017-02-13,1,Adjutant General Division,"Work is performed under the direct supervision of the Facilities Operations Manager.  Serves as administrative professional for the Construction and Facilities Management Office (CFMO).  The duties include a combination of complex clerical work and skilled keyboarding work. Priority of effort includes Administrative Assistant to the FMO & Deputy Director; assisting all other management in CFMO to include four unit managers, Contracting Officer and the State ISR Manager. Personnel Administrator for approximately 140 State employees at eight training sites throughout the State of Missouri, who are under the CFMO umbrella.  Duties include State Payroll, and CFMO correspondence pertaining to State Payroll and personnel actions.  Also responsible for Federal Payroll, and Inmate Payroll. Work is performed through verbal and written instructions directed by the Construction & Facilities Management Officer and Facilities Operations Manager (Deputy). Serves as CFMO Personnel Administrator.  Duties include processing of all State and Federal payroll time and attendance records in State SAM II (State) for approximately 140 CFMO and Physical Security employees (Federal and State) in accordance with established procedures.  Maintains a complex filing system for all personnel and payroll records, and personnel actions.  Prepares all routine/normal personnel memorandums for CFMO signature, coordinates routing actions with State Resources personnel.  Compile, submit, coordinate and maintain monthly State Inmate Labor payroll (approximately 12 inmate's) with Missouri Department of Corrections. Maintain a Part-Time Temporary State Employee spreadsheet to ensure compliance with established FTE authorizations.   Coordinate personnel actions with appropriate State Resources and Federal Personnel Administrators, supervisors, and employees.  Administers the State PERForM Planning and Appraisal process within CFMO to include entering all data into SAM II, compiling and maintaining documents, and coordinating with CFMO Branch Managers and supervisors.  Serves as the CFMO Administrative Professional.  Participates in the day-to-day office activities. Coordinates routine office procedures with the appropriate branch section by forwarding phone calls to appropriate personnel and directing walk-in customers to appropriate personnel.  Executes travel arrangements, which include travel orders and preparing flight requests for all CFMO actions.  Distributes incoming mail, and execute all outgoing overnight mail deliveries within CFMO.  Monitor and update calendars for the CFMO Director and Deputy Director.  Confirm appointments and set up meetings as requested.  Review outgoing correspondence to ensure typed material is in compliance with the Adjutant General�s SOP and internal office procedures.  Ensures the documents are correctly formatted and grammatically correct.  Composes basic correspondence involving some interpretation and application of established policies and procedures.  Reviews memorandums and other documents for accuracy, completeness and compliance prior to submission.  Types using a keyboard and CPU, and edits a variety of materials, frequently involving technical or specialized terminology.  Enter, update, and retrieve information from web based systems, and operates standard office equipment.  Prepares and processe miscellaneous requisitions and invoices for CFMO general office supplies, mailings and UPS billing.  Prepares standardized personnel and CFMO reports; assist in preparing complex Ad Hoc CFMO reports.  Maintains a CFMO master suspense system.  Responsibilities may be added, deleted, or changed at any time, within the parameters of the position description, at the discretion of management, formally or informally, either verbally or in writing.  Complies with all state and office standard operating procedures and performs other duties as assigned.",Full-Time,Elaine Forck,2302 Militia Dr,,Jefferson City,MO,65101,5736389609,,5736389823,elaine.a.forck.nfg@mail.mil,"Persons who wish to be considered for this position must complete MO 812-0938 (6-16), DPS Application for Employment.  Applications may be picked up from the State Resources Division located on the second floor of the Office of the Adjutant General, 2302 Militia Drive, Jefferson City, Missouri  65101-1203, or downloaded from www.moguard.com.  Completed applications may be returned to the above listed address.",Other,,65101,43601400,Office and Administrative Support Occupations,"Secretaries, Except Legal, Medical, and Executive",,https://mocareers.mo.gov/Details?id=5899,STATE OF MISSOURI,"(38.528107, -92.1646722)"
