LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE
0002764594-0001-5,LAURA O ROMERO,EL RINCONCITO,501 N WESTERN AVENUE,LOS ANGELES,90004-2605,501 WESTERN 90004-2605,,,,722110,Full-service restaurants,13,7/24/2014
0002108708-0002-3,ARAM DZHANSZYAN,PARK CAFE & GRILL,6345 BALBOA BLVD #180,ENCINO,91316-1515,6345 BALBOA 91316-1515,,,,722110,Full-service restaurants,6,10/20/2014
0002469494-0002-5,FISH DISH LLC,FISH DISH,5300 LANKERSHIM BLVD SUITE #110,NORTH HOLLYWOOD,91601-3164,5300 LANKERSHIM 91601-3164,,,,722110,Full-service restaurants,2,9/6/2013
0002773658-0001-6,SATAPORN SOMBOONKIT,GRANDMAS THAI KITCHEN,13230 BURBANK BLVD,SHERMAN OAKS,91401-6038,13230 BURBANK 91401-6038,6912 CEDROS AVENUE,VAN NUYS,91405-3848,722110,Full-service restaurants,4,9/9/2014
0002840119-0001-0,GUTIERREZ MANAGEMENT INC,EL SAUCITO RESTAURANT,10685 SAN FERNANDO ROAD,PACOIMA,91331-2626,10685 SAN FERNANDO 91331-2626,,,,722110,Full-service restaurants,7,1/3/2015
0002224316-0001-6,JIA HOSPITALITY KITCHEN INC,,8256 BEVERLY BLVD,LOS ANGELES,90048-4516,8256 BEVERLY 90048-4516,414 S CLOVERDALE AVENUE,LOS ANGELES,90036-3467,722110,Full-service restaurants,5,4/20/2007
0002664632-0003-3,I-PIZZA TUMBY'S INC,,1059 S ALVARADO STREET,LOS ANGELES,90006-3711,1059 ALVARADO 90006-3711,,,,722110,Full-service restaurants,1,12/1/2014
0002790307-0001-0,MARIA J MENJIVAR,CONCHITAS RESTAURANTE Y PUPUSERIA #4,820 N WESTERN AVENUE #111,LOS ANGELES,90029-3778,820 WESTERN 90029-3778,2250 W 14TH STREET,LOS ANGELES,90006-4702,722110,Full-service restaurants,13,12/8/2014
0002754973-0001-0,MELANEE THAI CORPORATION,,9562 W PICO BLVD BUILDING,LOS ANGELES,90035-1214,9562 PICO 90035-1214,,,,722110,Full-service restaurants,5,7/1/2014
0000641230-0002-0,STEVEN C/DONNA TECK,MCDONALDS 25643,9857 BALBOA BLVD,NORTHRIDGE,91325-1903,9857 BALBOA 91325-1903,11830 BALBOA BLVD,GRANADA HILLS,91344-2753,722110,Full-service restaurants,12,10/22/1992
0000026670-0015-0,C G INVESTMENTS INC,SUBWAY #14183,508 W 7TH STREET,LOS ANGELES,90014-2502,508 7TH 90014-2502,7755 HASKELL AVENUE,VAN NUYS,91406-1906,722110,Full-service restaurants,14,8/19/2000
0002797472-0001-1,TAVOUS TEYMOURZARAMAHALLEH,TAVOUS KITCHEN,4433 S ALAMEDA STREET UNIT #D54,LOS ANGELES,90058-2008,4433 ALAMEDA 90058-2008,1414 BRETT PLACE UNIT #329,SAN PEDRO,90732-5093,722110,Full-service restaurants,0,1/9/2015
0002808164-0001-8,MCMR INC,TOKYO DELVES RESTAURANT,5235 LANKERSHIM BLVD,NORTH HOLLYWOOD,91601-3111,5235 LANKERSHIM 91601-3111,,,,722110,Full-service restaurants,2,8/18/2014
0002824737-0001-3,THE ORIGINAL SCRATCH COMPANY LLC,,7552 MELROSE AVENUE,LOS ANGELES,90046-7443,7552 MELROSE 90046-7443,,,,722110,Full-service restaurants,5,4/1/2015
0002507921-0001-1,SIMPLETHINGS 3RD ST LLC,SIMPLETHINGS SANDWICH & PIE SHOP,8310 W 3RD STREET,LOS ANGELES,90048-4311,8310 3RD 90048-4311,8310 W 3RD STREET,LOS ANGELES,90048-4311,722110,Full-service restaurants,5,6/15/2010
0000313327-0001-7,TACOS EL ZORRO LLC,TACOS EL ZORRO,12849 SHERMAN WAY,NORTH HOLLYWOOD,91605-5034,12849 SHERMAN 91605-5034,,,,722110,Full-service restaurants,2,3/15/1996
0002783572-0001-4,MAROSA,,6420  1/4 COLDWATER CANYON AVENUE,NORTH HOLLYWOOD,91606-1145,6420 COLDWATER CANYON 91606-1145,,,,722110,Full-service restaurants,2,9/2/2014
0002005747-0007-7,SOUTHERN CALIFORNIA FOOD SERVICES CORP,WENDYS,7135 W SUNSET BLVD,LOS ANGELES,90046-4411,7135 SUNSET 90046-4411,310 CORPORATE DRIVE #103,KNOXVILLE,37923-4610,722110,Full-service restaurants,4,11/20/1992
0002860141-0001-7,TAZAM INC,,11138 VENTURA BLVD,STUDIO CITY,91604-3133,11138 VENTURA 91604-3133,,,,722110,Full-service restaurants,2,1/1/2015
0002672234-0001-5,AZLA LLC,AZLA,3655 S GRAND AVENUE UNIT #C2,LOS ANGELES,90007-4346,3655 GRAND 90007-4346,3745 LORADO WAY,VIEW PARK,90043-1603,722110,Full-service restaurants,9,4/15/2013
0002779688-0001-1,CLAUDIA PACHECO,ANTEQUERA,5200 MELROSE AVENUE,LOS ANGELES,90038-3145,5200 MELROSE 90038-3145,,,,722110,Full-service restaurants,4,10/1/2014
0002855318-0001-4,JIN HAENG JO,,3101 W 8TH STREET,LOS ANGELES,90005-1902,3101 8TH 90005-1902,,,,722110,Full-service restaurants,10,8/22/2015
0002209935-0001-1,"WANTON GROUP BTWD, LLC",CHIN CHIN CAFE,11740 SAN VICENTE BLVD SUITE #201,LOS ANGELES,90049-6610,11740 SAN VICENTE 90049-6610,12100 W WASHINGTON BLVD,LOS ANGELES,90066-5502,722110,Full-service restaurants,11,5/15/2006
0002831813-0001-1,WSK RESTAURANT CORP,,6009 N FIGUEROA STREET,LOS ANGELES,90042-4231,6009 FIGUEROA 90042-4231,POST OFFICE BOX #39,LAKEWOOD,90714-0039,722110,Full-service restaurants,1,4/30/2015
0002658186-0001-5,TAM THI THANH TRUONG,TARA CAFE & GRILL,7900 WOODLEY AVENUE,VAN NUYS,91406-1223,7900 WOODLEY 91406-1223,POST OFFICE BOX #23,WEST COVINA,91793-0023,722110,Full-service restaurants,6,1/31/2013
0002812043-0001-1,ATTHAWUT JIARAKUL,,1605 PACIFIC COAST HIGHWAY #106,HARBOR CITY,90710-2600,1605 PACIFIC COAST 90710-2600,,,,722110,Full-service restaurants,15,2/16/2015
0002738523-0001-5,SFO GROUP CORPORATION,WIENERSCHNITZEL #715,1715 PACIFIC COAST HIGHWAY,LOMITA,90717-2719,1715 PACIFIC COAST 90717-2719,,,,722110,Full-service restaurants,15,2/10/2014
0002751221-0001-3,SAYAN FOODS & CO LLC,,418 S CENTRAL AVENUE SUITE #207,LOS ANGELES,90013-1700,418 CENTRAL 90013-1700,,,,722110,Full-service restaurants,14,10/22/2013
0002799060-0001-1,PRAJITNO WIDJAJA,,8242 DE SOTO AVENUE,CANOGA PARK,91304-4342,8242 DE SOTO 91304-4342,2868 COCHRAN STREET,SIMI VALLEY,93065-2782,722110,Full-service restaurants,3,4/1/2015
0000282299-0001-5,BILLY VUTHY CHAUV,ROYAL DONUT & ICE CREAM,10690 LAUREL CANYON BLVD #A,PACOIMA,91331-3548,10690 LAUREL CANYON 91331-3548,10690 LAUREL CANYON BLVD,PACOIMA,91331-3572,722110,Full-service restaurants,7,9/20/1995
0000473221-0001-5,SUNNY GRILL INC,RESTAURANT | SUNNY GRILL,12035 VENICE BLVD,LOS ANGELES,90066-3809,12035 VENICE 90066-3809,12027 VENICE BLVD,LOS ANGELES,90066-3844,722110,Full-service restaurants,11,5/14/2001
0002829271-0001-6,KANEL ARCENO,PILI MANILA GRILL,201 N LOS ANGELES STREET,LOS ANGELES,90012-3307,201 LOS ANGELES 90012-3307,2838 MAYFLOWER AVENUE,ARCADIA,91006-5533,722110,Full-service restaurants,14,5/18/2015
0002313551-0003-2,MARCO A PRADO,LA MORENITA,2620 N BROADWAY,LOS ANGELES,90031-2608,2620 BROADWAY 90031-2608,4736 WHITTIER BLVD,LOS ANGELES,90022-3022,722110,Full-service restaurants,1,4/23/2015
0002777977-0001-2,LUSINE MADARIAN,CHIT CHAT RESTAURANT CAFE LOUNGE,7115 VAN NUYS BLVD,VAN NUYS,91405-3006,7115 VAN NUYS 91405-3006,5624 BEVIS AVENUE,SHERMAN OAKS,91411-3301,722110,Full-service restaurants,6,9/30/2014
0002722965-0002-0,BELCAMPO MEAT CO.,,8053 W 3RD STREET,LOS ANGELES,90048-4316,8053 3RD 90048-4316,65 WEBSTER STREET,OAKLAND,94607-3720,722110,Full-service restaurants,5,6/29/2015
0002713247-0001-7,SAM RUBY INC,RUBY THAI KITCHEN,9301 TAMPA AVENUE SUITE #107,NORTHRIDGE,91324-5695,9301 TAMPA 91324-5695,POST OFFICE BOX #929,ALIEF,77411-0929,722110,Full-service restaurants,12,6/9/2013
0000849585-0001-6,SIZZLER USA RESTAURANTS INC,SIZZLER #1214 | SIZZLER #213,710 S WESTERN AVENUE,LOS ANGELES,90005-3112,710 WESTERN 90005-3112,25910 ACERO SUITE #350,MISSION VIEJO,92691-7908,722110,Full-service restaurants,10,3/1/1970
0002785725-0001-1,"YOUNG & JJ, INC",KOSHIYAKI,10140 RIVERSIDE DRIVE,TOLUCA LAKE,91602-2532,10140 RIVERSIDE 91602-2532,10140 RIVERSIDE DRIVE,TOLUCA LAKE,91602-2532,722110,Full-service restaurants,4,12/1/2014
0002741020-0001-6,THE GRASS BURGER LLC,,6333 W 3RD STREET UNIT #110,LOS ANGELES,90036-3080,6333 3RD 90036-3080,3547 VOYAGER STREET SUITE #201,TORRANCE,90503-1673,722110,Full-service restaurants,4,1/2/2013
0000688575-0001-0,PINGUINI INC,CAFFE PINGUINI,6935 PACIFIC AVENUE,PLAYA DEL REY,90293-7674,6935 PACIFIC 90293-7674,6935 PACIFIC AVENUE,PLAYA DEL REY,90293-7674,722110,Full-service restaurants,11,7/7/2002
0000099939-0001-7,LORENA RAMIREZ,RIGO'S TACO #7,20154 SATICOY STREET #A1 A2,WINNETKA,91306-2500,20154 SATICOY 91306-2500,13950 CAROL LANE,SYLMAR,91342-1089,722110,Full-service restaurants,3,9/15/2003
0002775460-0001-1,BACHI SAWTELLE LLC,BACHI BURGER,2030 SAWTELLE BLVD,LOS ANGELES,90025-6230,2030 SAWTELLE 90025-6230,2030 SAWTELLE BLVD,LOS ANGELES,90025-6230,722110,Full-service restaurants,11,9/24/2014
0002034516-0001-8,VITELLOS INC,,4349 TUJUNGA AVENUE,STUDIO CITY,91604-2752,4349 TUJUNGA 91604-2752,,,,722110,Full-service restaurants,2,4/11/2005
0000363770-0001-8,ANTARJOT ENTERPRISES INC,SUBWAY 11170,13720 SHERMAN WAY #B,VAN NUYS,91405-2626,13720 SHERMAN 91405-2626,,,,722110,Full-service restaurants,2,5/1/1996
0002777726-0001-3,MARTIN BABAJANYAN,NOHO SHAWARMA,6530 LANKERSHIM BLVD UNIT #H,NORTH HOLLYWOOD,91606-2400,6530 LANKERSHIM 91606-2400,,,,722110,Full-service restaurants,2,9/29/2014
0000486068-0032-3,CHIPOTLE MEXICAN GRILL INC,CHIPOTLE MEXICAN GRILL #1675,940 N WESTERN AVENUE UNIT #E,SAN PEDRO,90732-2403,940 WESTERN 90732-2403,1401 WYNKOOP STREET SUITE #500,DENVER,80202-1729,722110,Full-service restaurants,15,3/2/2012
0002798490-0001-7,WHITNEY D HUGHES,JUNIORS BBQ,7501 S WESTERN AVENUE,LOS ANGELES,90047-2430,7501 WESTERN 90047-2430,900 N ALAMEDA STREET #862365,LOS ANGELES,90086-2513,722110,Full-service restaurants,8,1/15/2015
0002746496-0001-8,"TOUR ANGELES, INC",JJUKKU JJUKKU & BBQ,3377 WILSHIRE BLVD SUITE #105,LOS ANGELES,90010-1851,3377 WILSHIRE 90010-1851,,,,722110,Full-service restaurants,10,4/16/2014
0000518906-0001-1,REBECCA Y/JOHN HO,NEW FLOOKY'S RESTAURANT,"7921 CANOGA AVENUE #B,C,D",CANOGA PARK,91304-5021,7921 CANOGA 91304-5021,,,,722110,Full-service restaurants,3,10/12/2004
0000260464-0023-1,CARLS JR RESTAURANTS LLC,CARLS JR #404,2310 S LA CIENEGA BLVD,LOS ANGELES,90034-1610,2310 LA CIENEGA 90034-1610,POST OFFICE BOX #61099,ANAHEIM,92803-6199,722110,Full-service restaurants,10,7/14/1998
0000307015-0001-2,FOOD BIZ INC,TEX MEX PLAYA,118 ENTRADA DRIVE,SANTA MONICA,90402-1226,118 ENTRADA 90402-1226,8325 SANTA MONICA BLVD,WEST HOLLYWOOD,90069-4307,722110,Full-service restaurants,11,12/1/1985
0002462887-0001-9,SIRINAT THAI,,1627 W 25TH STREET,SAN PEDRO,90732-4301,1627 25TH 90732-4301,,,,722110,Full-service restaurants,15,9/1/2009
0002805397-0001-7,BEST DIAMOND INC,DIAMOND BUFFET & GRILL,1901 W 7TH STREET,LOS ANGELES,90057-4103,1901 7TH 90057-4103,,,,722110,Full-service restaurants,1,2/10/2015
0002679614-0001-1,MC SHERMAN OAKS ENTERPRISES,MARIE CALLENDER'S SHERMAN OAKS # 16,14743 VENTURA BLVD,SHERMAN OAKS,91403-3641,14743 VENTURA 91403-3641,,,,722110,Full-service restaurants,4,12/1/2012
0002795199-0001-1,JANOS KAZI,,1253 VINE STREET,LOS ANGELES,90038-1662,1253 VINE 90038-1662,,,,722110,Full-service restaurants,13,1/1/2015
0002715527-0001-9,JNCD INVESTMENT CORP,CAFE MAK; CAFE MAK BAKERY,612 SHATTO PLACE,LOS ANGELES,90005-1301,612 SHATTO 90005-1301,,,,722110,Full-service restaurants,10,10/9/2013
0002842399-0001-0,"CSCCC, CORP",MOODAEPO ROWLAND HEIGHTS,1725 NOGALES STREET SUITE #112-114,ROWLAND HEIGHTS,91748-2956,1725 NOGALES 91748,22317 HARBOR RIDGE LANE UNIT #1,TORRANCE,90502-2481,722110,Full-service restaurants,0,8/1/2015
0000822949-0001-9,GEORGE PANTAZIS,DINOS BURGERS,2817 N MAIN STREET,LOS ANGELES,90031-3322,2817 MAIN 90031-3322,,,,722110,Full-service restaurants,1,10/1/1968
0002269427-0003-1,"LAWRY'S RESTAURANTS, INC",TAM O SHANTER INN,2980 LOS FELIZ BLVD,LOS ANGELES,90039-1524,2980 LOS FELIZ 90039-1524,234 E COLORADO BLVD #500,PASADENA,91101-2211,722110,Full-service restaurants,13,2/1/1975
0002619326-0001-1,JUAN JOSE PORTILLO/GLENDA ISELA PORTILLO,LA PLAYA RESTAURANT,1642 W ADAMS BLVD,LOS ANGELES,90007-1532,1642 ADAMS 90007-1532,,,,722110,Full-service restaurants,8,6/4/2012
0000712171-0001-6,WATT CONSTRUCTION CO /C,KONA KAI MOBILE VILLAGE-8800 EATON AV,14106 VENTURA BLVD #200,SHERMAN OAKS,91423-2751,14106 VENTURA 91423-2751,,,,722110,Full-service restaurants,4,1/1/1989
0002859318-0001-3,PRESSEAT INC,,14518 VENTURA BLVD,SHERMAN OAKS,91403-3771,14518 VENTURA 91403-3771,15555 HIGH KNOLL ROAD,ENCINO,91436-3418,722110,Full-service restaurants,4,6/27/2014
0002726786-0001-6,A & B LIFESTYLE LLC,REDLINE,131 E 6TH STREET,LOS ANGELES,90014-2005,131 6TH 90014-2005,131 E 6TH STREET,LOS ANGELES,90014-2005,722110,Full-service restaurants,14,9/9/2013
0002808255-0001-7,LOUISE TALIULU,GAFFEY ST. DINER,247 N GAFFEY STREET,SAN PEDRO,90731-1921,247 GAFFEY 90731-1921,247 N GAFFEY STREET,SAN PEDRO,90731-1921,722110,Full-service restaurants,15,3/1/2015
0002471750-0001-7,SUGAR CONE LP,SWEET ROSE CREAMERY,225 26TH STREET UNIT #51,SANTA MONICA,90402-2569,225 26TH 90402-2569,826 PICO BLVD,SANTA MONICA,90405-1325,722110,Full-service restaurants,0,11/19/2009
0002843788-0001-1,MARTINS CORPORATION,FIESTA MARTIN MEXICAN GRILL,2611 W FLORENCE AVENUE,LOS ANGELES,90043-5108,2611 FLORENCE 90043-5108,1330 N LA BREA AVENUE,INGLEWOOD,90302-1217,722110,Full-service restaurants,8,8/1/2015
0000267458-0019-9,"SENIOR CLASSIC LEASING, LLC",CARLS JR RESTAURANT #7389,9505 SEPULVEDA BLVD,NORTH HILLS,91343-3305,9505 SEPULVEDA 91343-3305,1 CENTERPOINTE DRIVE SUITE #400,LA PALMA,90623-2530,722110,Full-service restaurants,7,11/27/2000
0002863561-0001-9,BERICH INC,JACK N' JILLS' TOO,8738 W 3RD STREET,LOS ANGELES,90048-3814,8738 3RD 90048-3814,8738 W 3RD STREET,LOS ANGELES,90048-3814,722110,Full-service restaurants,5,11/2/2015
0002805142-0001-0,JIA LEE,,710 S HILL STREET,LOS ANGELES,90014-2702,710 HILL 90014-2702,,,,722110,Full-service restaurants,14,7/1/2014
0000740424-0001-1,WOODY U CHEN & LINDA VANNY KIM,USA CAPPUCCINO DONUT/COFFEE,6801 SEPULVEDA BLVD,VAN NUYS,91405-4402,6801 SEPULVEDA 91405-4402,,,,722110,Full-service restaurants,6,1/1/1998
0002766428-0001-4,MVP PIZZA INCORPORATED,,525 S GAFFEY STREET,SAN PEDRO,90731-2437,525 GAFFEY 90731-2437,,,,722110,Full-service restaurants,15,8/1/2014
0002792600-0001-7,BARUCH HASHEM INC,,5445 HOLLYWOOD BLVD SUITE #B,LOS ANGELES,90027-3466,5445 HOLLYWOOD 90027-3466,,,,722110,Full-service restaurants,13,1/1/2015
0002501935-0002-8,BELACY INC,SANTA MARGHERITA PIZZA,7261 MELROSE AVENUE,LOS ANGELES,90046-7635,7261 MELROSE 90046-7635,8257 VANTAGE AVENUE,NORTH HOLLYWOOD,91605-1442,722110,Full-service restaurants,5,2/23/2012
0002818475-0001-7,TEDPANICH INC,AMAZING SIAM,9839 TOPANGA CANYON BLVD,CHATSWORTH,91311-4006,9839 TOPANGA CANYON 91311-4006,,,,722110,Full-service restaurants,12,1/1/2014
0000486068-0038-2,CHIPOTLE MEXICAN GRILL INC,CHIPOTLE MEXICAN GRILL 1913,3183 WILSHIRE BLVD SUITE #195,LOS ANGELES,90010-1280,3183 WILSHIRE 90010-1280,1401 WYNKOOP STREET SUITE #500,DENVER,80202-1729,722110,Full-service restaurants,10,6/19/2013
0000994532-0001-5,BICH HOA TRANG,,13796 FOOTHILL BLVD #110,SYLMAR,91342-3165,13796 FOOTHILL 91342-3165,,,,722110,Full-service restaurants,7,1/1/2000
0002780692-0001-8,JUAN C SHINZATO,POLLO'S SHERMAN,14519 SHERMAN WAY,VAN NUYS,91405-2211,14519 SHERMAN 91405-2211,14519 SHERMAN WAY,VAN NUYS,91405-2211,722110,Full-service restaurants,6,10/6/2014
0002756001-0002-4,ZI FA LIN,LOUISIANA FRIED CHICKEN & HONG 2,12730 S FIGUEROA STREET #101,LOS ANGELES,90061-1257,12730 FIGUEROA 90061-1257,,,,722110,Full-service restaurants,15,11/10/2014
0002851740-0001-2,"SWEETIE PIES HOLLYWOOD, LLC",TJ'S SWEETIE PIES NOHO,5230 LANKERSHIM BLVD,NORTH HOLLYWOOD,91601-3109,5230 LANKERSHIM 91601-3109,POST OFFICE BOX #533,NORTH HOLLYWOOD,91603-0533,722110,Full-service restaurants,2,6/2/2015
0002835370-0001-7,"MITAKI-SUN, INC.",MITAKI JAPANESE RESTAURANT,1234 WILSHIRE BLVD #105,LOS ANGELES,90017-1970,1234 WILSHIRE 90017-1970,,,,722110,Full-service restaurants,1,5/20/2015
0002701803-0001-2,ARONOVA INC,UNION BUFFET,11819 WILSHIRE BLVD SUITE #106A,LOS ANGELES,90025-6627,11819 WILSHIRE 90025-6627,,,,722110,Full-service restaurants,11,9/9/2013
0002832231-0001-7,"EUREKA RESTAURANT GROUP, LLC",EUREKA!,6250 TOPANGA CANYON BLVD UNIT #1505,WOODLAND HILLS,91367-2236,6250 TOPANGA CANYON 91367-2236,12101 CRENSHAW BLVD SUITE #400,HAWTHORNE,90250-3469,722110,Full-service restaurants,3,9/17/2015
0002867747-0001-4,SQUARE HEART LLC,KISS MY GRITS,846 N CAHUENGA BLVD,LOS ANGELES,90038-3704,846 CAHUENGA 90038-3704,1976 S LA CIENEGA BLVD SUITE #619,LOS ANGELES,90034-1627,722110,Full-service restaurants,13,11/13/2015
0000389899-0001-1,OCEAN VIEW FOODS INC,JACK IN THE BOX 344,9433 RESEDA BLVD,NORTHRIDGE,91324-2930,9433 RESEDA 91324-2930,23801 CALABASAS ROAD SUITE #2002,CALABASAS,91302-1569,722110,Full-service restaurants,12,8/29/2003
0000790633-0001-8,MOUN OF TUNIS INC,MOUN OF TUNIS RESTAURANT,7445 1/2 W SUNSET BLVD,LOS ANGELES,90046-3403,7445 SUNSET 90046-3403,,,,722110,Full-service restaurants,4,2/1/1990
0000350444-0088-8,SODEXO AMERICA LLC,SODEXO AMERICA LLC @39456549,700 N ALAMEDA STREET,LOS ANGELES,90012-3352,700 ALAMEDA 90012-3352,POST OFFICE BOX #352,BUFFALO,14240-0352,722110,Full-service restaurants,14,3/1/2014
0002848506-0001-3,HOOK'D FISH GRILL,HOOK'D FISH GRILL,10176 RESEDA BLVD,NORTHRIDGE,91324-1487,10176 RESEDA 91324-1487,,,,722110,Full-service restaurants,12,8/14/2015
0002569169-0001-0,"CHOP STOP, INC",,17332 VENTURA BLVD,ENCINO,91316-3904,17332 VENTURA 91316-3904,4515 OCEAN VIEW BLVD SUITE #315,LA CANADA FLINTRIDGE,91011-1438,722110,Full-service restaurants,5,7/20/2011
0002851543-0001-0,"GREY DOG, LLC.",,12112 SANTA MONICA BLVD,LOS ANGELES,90025-2516,12112 SANTA MONICA 90025,1445 5TH STREET,SANTA MONICA,90401-2401,722110,Full-service restaurants,11,9/30/2015
0002782489-0001-4,ASHOKA INDIAN KITCHEN LLC,AGRA INDIAN KITCHEN,2553 LINCOLN BLVD,VENICE,90291-5042,2553 LINCOLN 90291-5042,,,,722110,Full-service restaurants,11,10/15/2014
0000267458-0015-6,"SENIOR CLASSIC LEASING, LLC",CARLS JR RESTAURANT #7404,18025 VENTURA BLVD,ENCINO,91316-3517,18025 VENTURA 91316-3517,1 CENTERPOINTE DRIVE SUITE #400,LA PALMA,90623-2530,722110,Full-service restaurants,5,11/27/2000
0002781528-0001-9,PIG AND PIE INC,,1500 COLORADO BLVD,LOS ANGELES,90041-1425,1500 COLORADO 90041-1425,,,,722110,Full-service restaurants,14,4/6/2014
0002857430-0001-8,"WMG CASA, INC.",CASA DE SORIA RESTAURANT #2,21911 ROSCOE BLVD,CANOGA PARK,91304-3959,21911 ROSCOE 91304-3959,8020 DEERING AVENUE,CANOGA PARK,91304-5010,722110,Full-service restaurants,3,10/5/2015
0002113277-0001-5,"JINSANG USA, INC",LA JINSANG,2949   W OLYMPIC BLVD,LOS ANGELES,90006-2505,2949 OLYMPIC 90006-2505,,,,722110,Full-service restaurants,10,4/1/2006
0002451039-0002-9,JUAN NUNEZ ALVARADO,TAQUERIA LA CHISPITA,1157 N WESTERN AVENUE,LOS ANGELES,90029-1024,1157 WESTERN 90029-1024,,,,722110,Full-service restaurants,13,11/12/2014
0000720983-0001-6,LOPATY NORTH HOLLYWOOD CARRY OUT RESTAURANT INC,MCDONALD'S,12919 VICTORY BLVD,N HOLLYWOOD,91606-2923,12919 VICTORY 91606-2923,18747 SHERMAN WAY SUITE #227,RESEDA,91335-4055,722110,Full-service restaurants,2,1/1/1965
0002833831-0001-3,WANJUN YANG,SPICE UP,22919 VENTURA BLVD,WOODLAND HILLS,91364-1206,22919 VENTURA 91364-1206,,,,722110,Full-service restaurants,3,5/10/2015
0002854288-0001-4,SG BREWHOUSE LLC,ARTS DISTRICT BREWING COMPANY,808 TRACTION AVENUE,LOS ANGELES,90013-1845,808 TRACTION 90013-1845,515 W 7TH STREET SUITE #300,LOS ANGELES,90014-2500,722110,Full-service restaurants,14,9/15/2015
0000877764-0001-5,JORGE CANSECO,TRES AMIGOS RESTAURANT,4869 SANTA MONICA BLVD,LOS ANGELES,90029-2633,4869 SANTA MONICA 90029-2633,,,,722110,Full-service restaurants,13,8/2/2004
0000603870-0001-4,HIRO AND NICK CO INC,KUSHIYU,18713 VENTURA BLVD,TARZANA,91356-3302,18713 VENTURA 91356-3302,,,,722110,Full-service restaurants,3,9/1/1987
0002844432-0001-9,"AR RESTAURANT GROUP, LLC",,13539 VENTURA BLVD,SHERMAN OAKS,91423-3825,13539 VENTURA 91423-3825,,,,722110,Full-service restaurants,4,1/15/2015
0000147979-0003-7,KABUKI RESTAURANTS INC,KABUKI JAPANESE RESTAURANT,1545 VINE STREET,LOS ANGELES,90028-7304,1545 VINE 90028-7304,4465 WILSHIRE BLVD SUITE #100,LOS ANGELES,90010-3704,722110,Full-service restaurants,13,6/4/2004
0002799008-0001-5,NATIVIDAD G SOTOMAYOR,ILOPANGO'S LAKE,1744 VENICE BLVD,LOS ANGELES,90006-4527,1744 VENICE 90006-4527,,,,722110,Full-service restaurants,1,9/15/2014
0002829272-0002-9,COTTI FOODS PIZZA CALIFORNIA,PIEOLOGY #8051,9118 RESEDA BLVD,NORTHRIDGE,91324-3030,9118 RESEDA 91324-3030,29889 SANTA MARGARITA PARKWAYS,RANCHO SANTA MARGARITA,92688-3609,722110,Full-service restaurants,12,3/10/2015
0002826598-0001-8,CIABATTA BAR HOLLYWOOD LLC,,6464 W SUNSET BLVD,LOS ANGELES,90028-8001,6464 SUNSET 90028-8001,,,,722110,Full-service restaurants,13,5/6/2015
0000528853-0002-2,POLLO WEST CORP,EL POLLO LOCO #3773,7851 FOOTHILL BLVD,SUNLAND,91040-2961,7851 FOOTHILL 91040-2961,5050 KANAN ROAD,AGOURA HILLS,91301-2516,722110,Full-service restaurants,7,7/24/2014
0002620383-0001-1,EGG CANOGA LLC,,20901 SHERMAN WAY,CANOGA PARK,91303-1743,20901 SHERMAN 91303-1743,10638 PAINTER AVENUE UNIT #C,SANTA FE SPRINGS,90670-6655,722110,Full-service restaurants,3,6/8/2012
0002743368-0004-1,BFB LLC,QUIERES TACOSWAY MEXICAN RESTAURANT,8341 TAMPA AVENUE,NORTHRIDGE,91324-4255,8341 TAMPA 91324-4255,18205 RAYEN STREET,NORTHRIDGE,91325-2741,722110,Full-service restaurants,12,7/8/2015
0002786546-0001-3,MESHUGA 4 SUSHI ENCINO,,15928 VENTURA BLVD,ENCINO,91436-4401,15928 VENTURA 91436-4401,16501 ALYSE COURT,ENCINO,91436-4827,722110,Full-service restaurants,5,10/28/2014
0002835890-0001-5,THAI FUSHION BISTRO LLC,,6401 PLATT AVENUE #5,WEST HILLS,91307-3200,6401 PLATT 91307-3200,,,,722110,Full-service restaurants,3,7/25/2015
0002776832-0001-0,CARLOS BENITEZ DEL VALLE,EL TACO LLAMA,15708 VANOWEN STREET,VAN NUYS,91406-5029,15708 VANOWEN 91406-5029,,,,722110,Full-service restaurants,6,10/1/2014
0002811914-0001-1,JUNG HO YOON,BBQ TERIYAKI AND SUSHI,18855 VENTURA BLVD,TARZANA,91356-3304,18855 VENTURA 91356-3304,,,,722110,Full-service restaurants,3,3/5/2015
0002628434-0001-3,SHISHA PARTNERS LLC,SHISHA CAFE LOUNGE,18000 VENTURA BLVD UNIT #5 & 6,ENCINO,91316-3524,18000 VENTURA 91316-3524,,,,722110,Full-service restaurants,5,10/30/2012
0000857931-0001-4,SIZZLER USA RESTAURANTS INC,SIZZLER #1226 | SIZZLER #226,2920 LOS FELIZ BLVD,LOS ANGELES,90039-1503,2920 LOS FELIZ 90039-1503,25910 ACERO SUITE #350,MISSION VIEJO,92691-7908,722110,Full-service restaurants,13,5/1/1970
